Category,Height,Width
Adult,35.0,90.0
Adult,75.0,226.0
Adult,37.0,95.0
Adult,52.0,161.0
Adult,89.0,141.0
Adult,49.0,119.0
Adult,32.0,88.0
Adult,69.0,159.0
Adult,57.0,177.0
Adult,61.0,148.0
Adult,37.0,104.0
Adult,23.0,72.0
Adult,90.0,182.0
Adult,64.0,136.0
Adult,59.0,174.0
Adult,45.0,111.0
Adult,52.0,146.0
Adult,54.0,123.0
Adult,60.0,167.0
Adult,67.0,164.0
Adult,32.0,102.0
Adult,69.0,205.0
Adult,36.0,99.0
Adult,76.0,236.0
Adult,92.0,207.0
Adult,29.0,81.0
Adult,44.0,129.0
Adult,65.0,121.0
Adult,73.0,191.0
Adult,66.0,177.0
Adult,23.0,87.0
Adult,126.0,362.0
Adult,70.0,166.0
Adult,79.0,223.0
Adult,59.0,186.0
Adult,66.0,130.0
Adult,46.0,143.0
Adult,175.0,372.0
Adult,99.0,270.0
Child,32.0,113.0
Adult,61.0,133.0
Adult,70.0,141.0
Adult,80.0,171.0
Adult,105.0,307.0
Adult,51.0,158.0
Adult,42.0,94.0
Adult,89.0,222.0
Adult,55.0,188.0
Adult,42.0,107.0
Adult,57.0,121.0
Adult,28.0,67.0
Adult,78.0,139.0
Adult,45.0,129.0
Adult,53.0,176.0
Adult,56.0,194.0
Adult,57.0,145.0
Adult,43.0,107.0
Adult,45.0,130.0
Adult,60.0,188.0
Adult,37.0,102.0
Adult,105.0,371.0
Adult,24.0,84.0
Adult,65.0,143.0
Adult,40.0,82.0
Adult,86.0,204.0
Adult,67.0,138.0
Adult,31.0,99.0
Adult,25.0,81.0
Adult,69.0,154.0
Adult,68.0,151.0
Adult,34.0,87.0
Adult,63.0,165.0
Adult,103.0,186.0
Adult,67.0,152.0
Adult,48.0,140.0
Adult,51.0,152.0
Adult,33.0,80.0
Adult,26.0,103.0
Adult,41.0,104.0
Adult,32.0,100.0
Adult,81.0,201.0
Adult,64.0,144.0
Adult,88.0,232.0
Adult,64.0,231.0
Adult,81.0,251.0
Adult,96.0,267.0
Adult,53.0,146.0
Adult,73.0,174.0
Adult,85.0,190.0
Adult,85.0,230.0
Adult,37.0,93.0
Adult,48.0,171.0
Adult,56.0,165.0
Adult,66.0,170.0
Adult,79.0,199.0
Adult,82.0,193.0
Adult,33.0,111.0
Adult,65.0,173.0
Adult,87.0,222.0
Adult,33.0,87.0
Adult,37.0,85.0
Adult,92.0,274.0
Adult,49.0,172.0
Adult,102.0,171.0
Adult,67.0,154.0
Adult,46.0,131.0
Adult,68.0,184.0
Adult,72.0,183.0
Child,96.0,182.0
Adult,38.0,97.0
Adult,134.0,294.0
Adult,87.0,193.0
Adult,40.0,86.0
Adult,30.0,87.0
Adult,42.0,134.0
Adult,104.0,358.0
Adult,102.0,240.0
Adult,26.0,96.0
Adult,170.0,345.0
Adult,76.0,169.0
Adult,77.0,153.0
Adult,110.0,225.0
Adult,62.0,149.0
Adult,85.0,144.0
Adult,50.0,110.0
Adult,62.0,181.0
Adult,56.0,142.0
Adult,64.0,146.0
Adult,41.0,90.0
Adult,136.0,308.0
Adult,40.0,110.0
Adult,68.0,202.0
Adult,54.0,140.0
Adult,36.0,88.0
Adult,58.0,141.0
Child,64.0,178.0
Adult,60.0,215.0
Adult,39.0,107.0
Adult,55.0,127.0
Adult,59.0,163.0
Adult,38.0,106.0
Adult,56.0,98.0
Adult,48.0,134.0
Adult,61.0,186.0
Adult,121.0,268.0
Adult,29.0,80.0
Adult,75.0,183.0
Adult,56.0,172.0
Adult,65.0,248.0
Adult,36.0,113.0
Adult,50.0,162.0
Adult,64.0,137.0
Adult,56.0,174.0
Adult,101.0,246.0
Adult,70.0,159.0
Adult,84.0,149.0
Adult,87.0,219.0
Adult,51.0,140.0
Adult,57.0,188.0
Adult,36.0,110.0
Adult,75.0,297.0
Adult,70.0,176.0
Adult,85.0,206.0
Adult,76.0,156.0
Adult,74.0,189.0
Adult,76.0,249.0
Adult,84.0,208.0
Adult,41.0,110.0
Adult,60.0,179.0
Adult,38.0,94.0
Adult,60.0,224.0
Adult,42.0,177.0
Adult,53.0,149.0
Adult,45.0,121.0
Adult,87.0,222.0
Adult,65.0,143.0
Adult,66.0,181.0
Adult,80.0,231.0
Adult,93.0,240.0
Adult,37.0,127.0
Adult,62.0,167.0
Adult,43.0,103.0
Adult,57.0,138.0
Adult,60.0,178.0
Adult,30.0,79.0
Adult,44.0,120.0
Adult,40.0,142.0
Adult,65.0,166.0
Adult,36.0,100.0
Adult,34.0,86.0
Adult,24.0,83.0
Adult,128.0,264.0
Adult,95.0,192.0
Adult,32.0,85.0
Adult,167.0,359.0
Adult,134.0,232.0
Adult,53.0,159.0
Adult,29.0,76.0
Adult,38.0,117.0
Adult,95.0,246.0
Adult,69.0,155.0
Adult,96.0,292.0
Adult,70.0,205.0
Adult,34.0,87.0
Adult,47.0,126.0
Adult,45.0,126.0
Adult,51.0,116.0
Adult,123.0,240.0
Adult,69.0,205.0
Adult,30.0,92.0
Adult,73.0,169.0
Adult,108.0,221.0
Adult,20.0,89.0
Adult,75.0,167.0
Adult,40.0,125.0
Child,16.0,56.0
Adult,84.0,222.0
Adult,102.0,256.0
Adult,53.0,156.0
Adult,45.0,140.0
Adult,74.0,141.0
Adult,50.0,160.0
Adult,64.0,207.0
Adult,86.0,172.0
Adult,81.0,166.0
Adult,29.0,75.0
Adult,76.0,218.0
Adult,49.0,126.0
Adult,35.0,126.0
Adult,36.0,101.0
Adult,62.0,160.0
Adult,117.0,413.0
Adult,85.0,194.0
Adult,110.0,319.0
Adult,69.0,187.0
Adult,108.0,245.0
Adult,28.0,86.0
Adult,32.0,91.0
Adult,67.0,165.0
Adult,56.0,159.0
Adult,55.0,132.0
Adult,32.0,93.0
Adult,68.0,223.0
Adult,54.0,157.0
Adult,45.0,108.0
Adult,62.0,170.0
Adult,70.0,200.0
Adult,33.0,94.0
Adult,73.0,169.0
Adult,69.0,148.0
Adult,37.0,86.0
Adult,30.0,73.0
Adult,40.0,98.0
Adult,63.0,233.0
Adult,35.0,101.0
Adult,105.0,258.0
Adult,124.0,298.0
Adult,138.0,238.0
Adult,27.0,80.0
Adult,71.0,182.0
Adult,88.0,285.0
Adult,67.0,163.0
Adult,65.0,194.0
Adult,44.0,136.0
Adult,63.0,148.0
Adult,34.0,96.0
Adult,138.0,289.0
Adult,30.0,83.0
Adult,63.0,154.0
Adult,86.0,164.0
Adult,69.0,170.0
Adult,74.0,232.0
Adult,34.0,117.0
Adult,83.0,303.0
Adult,38.0,96.0
Adult,43.0,125.0
Adult,33.0,88.0
Adult,27.0,104.0
Adult,147.0,405.0
Adult,68.0,183.0
Adult,90.0,229.0
Adult,72.0,214.0
Child,62.0,133.0
Adult,68.0,185.0
Adult,65.0,155.0
Adult,73.0,203.0
Adult,46.0,145.0
Adult,68.0,203.0
Adult,41.0,125.0
Adult,118.0,300.0
Adult,56.0,155.0
Adult,87.0,248.0
Adult,35.0,90.0
Adult,57.0,166.0
Adult,88.0,243.0
Adult,86.0,211.0
Adult,71.0,222.0
Adult,66.0,182.0
Adult,31.0,79.0
Adult,42.0,105.0
Adult,122.0,280.0
Adult,46.0,152.0
Adult,86.0,144.0
Child,78.0,131.0
Adult,84.0,252.0
Adult,30.0,76.0
Adult,69.0,161.0
Adult,19.0,82.0
Adult,33.0,94.0
Adult,67.0,175.0
Adult,56.0,160.0
Adult,105.0,227.0
Adult,27.0,81.0
Adult,59.0,163.0
Adult,34.0,123.0
Adult,59.0,170.0
Adult,91.0,183.0
Adult,43.0,128.0
Adult,71.0,164.0
Child,37.0,113.0
Adult,46.0,80.0
Adult,79.0,175.0
Adult,103.0,230.0
Adult,73.0,199.0
Adult,44.0,140.0
Adult,64.0,150.0
Adult,26.0,84.0
Adult,26.0,96.0
Adult,170.0,379.0
Adult,78.0,140.0
Child,52.0,159.0
Adult,60.0,183.0
Adult,115.0,302.0
Adult,148.0,381.0
Adult,29.0,81.0
Adult,157.0,257.0
Adult,34.0,75.0
Adult,80.0,168.0
Adult,69.0,231.0
Adult,143.0,362.0
Adult,41.0,106.0
Adult,61.0,155.0
Adult,31.0,115.0
Adult,104.0,285.0
Adult,59.0,206.0
Adult,73.0,183.0
Adult,45.0,133.0
Adult,31.0,87.0
Adult,45.0,105.0
Adult,58.0,181.0
Adult,27.0,101.0
Adult,68.0,237.0
Adult,100.0,213.0
Adult,55.0,153.0
Adult,46.0,99.0
Adult,87.0,266.0
Adult,45.0,140.0
Adult,113.0,304.0
Adult,42.0,105.0
Adult,69.0,177.0
Adult,67.0,224.0
Adult,58.0,157.0
Adult,70.0,204.0
Adult,77.0,198.0
Adult,46.0,92.0
Adult,92.0,221.0
Adult,64.0,173.0
Adult,55.0,153.0
Adult,103.0,317.0
Adult,91.0,259.0
Adult,72.0,218.0
Adult,34.0,86.0
Adult,70.0,174.0
Adult,42.0,103.0
Child,21.0,60.0
Adult,59.0,130.0
Adult,64.0,209.0
Adult,77.0,193.0
Adult,62.0,201.0
Adult,105.0,252.0
Adult,52.0,123.0
Adult,51.0,168.0
Adult,37.0,88.0
Adult,59.0,133.0
Adult,50.0,152.0
Adult,70.0,203.0
Adult,56.0,164.0
Child,52.0,189.0
Adult,53.0,177.0
Adult,42.0,148.0
Adult,45.0,90.0
Adult,38.0,104.0
Adult,31.0,80.0
Adult,43.0,113.0
Adult,106.0,300.0
Adult,49.0,184.0
Adult,32.0,101.0
Adult,111.0,284.0
Adult,56.0,197.0
Adult,58.0,175.0
Adult,50.0,156.0
Adult,22.0,87.0
Adult,69.0,174.0
Adult,38.0,106.0
Adult,32.0,105.0
Adult,93.0,282.0
Adult,46.0,162.0
Adult,146.0,336.0
Adult,24.0,88.0
Adult,63.0,194.0
Adult,100.0,211.0
Adult,57.0,160.0
Adult,45.0,116.0
Adult,83.0,152.0
Adult,57.0,203.0
Adult,29.0,83.0
Adult,66.0,172.0
Adult,126.0,316.0
Adult,69.0,194.0
Adult,63.0,152.0
Adult,87.0,155.0
Adult,80.0,150.0
Adult,72.0,164.0
Adult,116.0,299.0
Adult,49.0,144.0
Adult,56.0,163.0
Adult,55.0,93.0
Adult,134.0,338.0
Adult,44.0,133.0
Child,59.0,165.0
Adult,73.0,199.0
Adult,65.0,190.0
Adult,32.0,99.0
Adult,61.0,166.0
Adult,52.0,154.0
Adult,30.0,90.0
Adult,72.0,166.0
Adult,81.0,192.0
Adult,67.0,256.0
Adult,103.0,259.0
Adult,64.0,190.0
Adult,42.0,138.0
Adult,86.0,204.0
Adult,82.0,135.0
Adult,80.0,250.0
Adult,74.0,133.0
Adult,57.0,146.0
Adult,37.0,86.0
Adult,119.0,330.0
Adult,174.0,288.0
Adult,87.0,255.0
Adult,62.0,189.0
Adult,59.0,145.0
Child,48.0,146.0
Adult,102.0,211.0
Adult,74.0,182.0
Adult,98.0,240.0
Adult,77.0,161.0
Adult,100.0,322.0
Adult,41.0,144.0
Adult,68.0,144.0
Adult,59.0,165.0
Adult,93.0,274.0
Adult,87.0,184.0
Adult,73.0,234.0
Adult,44.0,80.0
Adult,50.0,144.0
Adult,49.0,166.0
Adult,97.0,272.0
Adult,66.0,194.0
Adult,26.0,68.0
Adult,54.0,140.0
Adult,53.0,117.0
Adult,49.0,101.0
Adult,50.0,144.0
Adult,61.0,193.0
Adult,64.0,249.0
Adult,42.0,171.0
Adult,92.0,266.0
Adult,86.0,219.0
Adult,87.0,193.0
Adult,77.0,159.0
Adult,56.0,153.0
Adult,33.0,94.0
Adult,49.0,174.0
Adult,52.0,134.0
Adult,61.0,177.0
Adult,49.0,152.0
Adult,56.0,171.0
Adult,42.0,82.0
Adult,45.0,114.0
Adult,36.0,84.0
Adult,84.0,237.0
Adult,69.0,196.0
Adult,60.0,157.0
Adult,70.0,150.0
Adult,97.0,267.0
Adult,126.0,331.0
Adult,61.0,192.0
Adult,112.0,229.0
Adult,33.0,90.0
Adult,36.0,74.0
Adult,117.0,350.0
Adult,57.0,176.0
Adult,76.0,282.0
Adult,28.0,81.0
Adult,62.0,146.0
Adult,86.0,167.0
Adult,32.0,80.0
Adult,31.0,91.0
Child,108.0,334.0
Adult,88.0,236.0
Adult,42.0,125.0
Adult,65.0,193.0
Adult,52.0,137.0
Adult,84.0,254.0
Adult,57.0,148.0
Adult,75.0,222.0
Adult,40.0,131.0
Adult,89.0,193.0
Adult,52.0,149.0
Adult,62.0,157.0
Adult,60.0,197.0
Adult,50.0,105.0
Adult,71.0,245.0
Adult,49.0,128.0
Adult,68.0,180.0
Adult,26.0,75.0
Adult,59.0,148.0
Adult,38.0,106.0
Adult,40.0,123.0
Adult,53.0,167.0
Adult,78.0,177.0
Adult,28.0,76.0
Adult,96.0,190.0
Adult,76.0,201.0
Adult,28.0,88.0
Adult,62.0,172.0
Adult,43.0,137.0
Adult,65.0,186.0
Adult,62.0,181.0
Adult,77.0,189.0
Adult,85.0,173.0
Adult,84.0,157.0
Adult,60.0,158.0
Adult,40.0,126.0
Adult,98.0,280.0
Adult,71.0,200.0
Adult,79.0,262.0
Adult,56.0,164.0
Adult,45.0,118.0
Adult,72.0,248.0
Adult,44.0,80.0
Adult,76.0,296.0
Adult,40.0,89.0
Adult,108.0,249.0
Adult,62.0,143.0
Adult,37.0,119.0
Adult,53.0,152.0
Adult,100.0,238.0
Adult,177.0,375.0
Adult,66.0,167.0
Adult,57.0,162.0
Adult,181.0,295.0
Adult,163.0,265.0
Adult,63.0,141.0
Adult,103.0,226.0
Adult,69.0,190.0
Adult,128.0,200.0
Adult,92.0,275.0
Adult,91.0,229.0
Adult,66.0,226.0
Adult,117.0,419.0
Adult,99.0,194.0
Adult,82.0,249.0
Adult,70.0,179.0
Adult,82.0,220.0
Adult,76.0,195.0
Adult,25.0,92.0
Adult,50.0,139.0
Adult,64.0,145.0
Adult,54.0,169.0
Adult,68.0,175.0
Adult,59.0,133.0
Adult,82.0,204.0
Adult,54.0,165.0
Adult,69.0,197.0
Adult,73.0,156.0
Adult,51.0,145.0
Adult,131.0,262.0
Adult,28.0,71.0
Adult,81.0,217.0
Adult,66.0,169.0
Adult,28.0,80.0
Adult,110.0,222.0
Adult,49.0,137.0
Adult,47.0,169.0
Adult,54.0,145.0
Adult,103.0,224.0
Adult,31.0,89.0
Child,27.0,63.0
Adult,68.0,176.0
Adult,81.0,215.0
Adult,50.0,176.0
Adult,47.0,143.0
Adult,53.0,137.0
Adult,103.0,184.0
Adult,39.0,97.0
Adult,76.0,173.0
Adult,49.0,167.0
Adult,39.0,118.0
Adult,61.0,179.0
Adult,95.0,212.0
Adult,104.0,251.0
Adult,93.0,222.0
Adult,45.0,146.0
Child,52.0,166.0
Adult,46.0,189.0
Adult,47.0,159.0
Adult,47.0,128.0
Adult,167.0,323.0
Adult,42.0,114.0
Adult,123.0,329.0
Adult,81.0,235.0
Adult,48.0,143.0
Adult,162.0,344.0
Adult,72.0,216.0
Adult,79.0,168.0
Adult,60.0,136.0
Adult,60.0,207.0
Adult,49.0,122.0
Adult,108.0,270.0
Adult,53.0,180.0
Adult,35.0,91.0
Adult,54.0,156.0
Adult,100.0,244.0
Adult,32.0,102.0
Adult,51.0,155.0
Adult,66.0,165.0
Adult,76.0,211.0
Adult,43.0,153.0
Adult,66.0,147.0
Adult,47.0,163.0
Adult,38.0,132.0
Adult,140.0,330.0
Adult,72.0,171.0
Adult,60.0,169.0
Adult,28.0,96.0
Adult,72.0,189.0
Adult,62.0,154.0
Adult,80.0,185.0
Adult,93.0,234.0
Adult,97.0,206.0
Adult,47.0,149.0
Adult,52.0,204.0
Adult,223.0,404.0
Adult,34.0,126.0
Adult,61.0,187.0
Adult,64.0,154.0
Adult,44.0,126.0
Adult,44.0,92.0
Adult,32.0,90.0
Adult,169.0,442.0
Adult,92.0,260.0
Adult,50.0,171.0
Adult,67.0,164.0
Adult,73.0,180.0
Adult,69.0,118.0
Adult,71.0,189.0
Adult,38.0,105.0
Adult,89.0,210.0
Adult,67.0,134.0
Adult,39.0,118.0
Adult,54.0,181.0
Adult,65.0,162.0
Adult,53.0,157.0
Adult,41.0,110.0
Adult,40.0,102.0
Adult,64.0,163.0
Adult,73.0,223.0
Adult,62.0,143.0
Adult,84.0,195.0
Adult,25.0,85.0
Adult,91.0,248.0
Adult,120.0,310.0
Adult,43.0,134.0
Adult,176.0,281.0
Adult,56.0,148.0
Adult,147.0,242.0
Adult,97.0,332.0
Adult,84.0,198.0
Adult,36.0,105.0
Adult,48.0,127.0
Adult,61.0,181.0
Adult,93.0,289.0
Adult,77.0,229.0
Adult,26.0,85.0
Adult,163.0,388.0
Adult,127.0,294.0
Adult,55.0,177.0
Adult,71.0,162.0
Adult,44.0,95.0
Adult,94.0,226.0
Adult,76.0,170.0
Adult,111.0,260.0
Adult,62.0,166.0
Adult,103.0,208.0
Adult,64.0,170.0
Adult,46.0,157.0
Adult,98.0,211.0
Adult,75.0,185.0
Adult,96.0,141.0
Adult,61.0,127.0
Adult,53.0,185.0
Adult,21.0,80.0
Adult,36.0,83.0
Adult,74.0,178.0
Adult,119.0,301.0
Adult,54.0,113.0
Adult,156.0,437.0
Adult,54.0,144.0
Adult,61.0,174.0
Adult,39.0,107.0
Adult,59.0,205.0
Adult,25.0,91.0
Adult,142.0,321.0
Adult,82.0,181.0
Adult,52.0,131.0
Adult,36.0,114.0
Adult,31.0,105.0
Adult,43.0,118.0
Adult,101.0,203.0
Adult,78.0,174.0
Adult,25.0,78.0
Adult,79.0,172.0
Adult,48.0,122.0
Adult,46.0,158.0
Adult,38.0,111.0
Adult,99.0,233.0
Adult,81.0,179.0
Adult,34.0,80.0
Adult,31.0,86.0
Adult,30.0,96.0
Adult,32.0,93.0
Adult,123.0,284.0
Adult,35.0,113.0
Adult,56.0,180.0
Adult,68.0,195.0
Adult,111.0,174.0
Adult,42.0,102.0
Adult,70.0,226.0
Adult,91.0,190.0
Adult,43.0,125.0
Adult,43.0,119.0
Adult,100.0,191.0
Adult,32.0,74.0
Adult,133.0,272.0
Adult,33.0,100.0
Adult,38.0,94.0
Adult,47.0,139.0
Adult,66.0,233.0
Adult,81.0,219.0
Adult,123.0,269.0
Adult,94.0,169.0
Adult,105.0,248.0
Adult,40.0,94.0
Adult,196.0,347.0
Adult,27.0,98.0
Adult,50.0,100.0
Child,44.0,79.0
