Category,Height,Width
Adult,89.0,251.0
Adult,57.0,165.0
Adult,23.0,82.0
Adult,163.0,366.0
Adult,206.0,525.0
Adult,75.0,240.0
Adult,39.0,154.0
Adult,51.0,130.0
Adult,78.0,135.0
Adult,42.0,133.0
Adult,64.0,120.0
Child,76.0,177.0
Adult,40.0,116.0
Adult,109.0,208.0
Adult,48.0,114.0
Adult,38.0,143.0
Adult,75.0,286.0
Adult,71.0,190.0
Adult,72.0,219.0
Adult,204.0,433.0
Adult,53.0,98.0
Adult,206.0,553.0
Adult,32.0,91.0
Adult,28.0,104.0
Adult,42.0,123.0
Child,25.0,64.0
Adult,42.0,92.0
Adult,98.0,255.0
Adult,132.0,279.0
Child,96.0,281.0
Adult,32.0,85.0
Adult,25.0,104.0
Adult,50.0,151.0
Adult,37.0,105.0
Adult,42.0,169.0
Adult,111.0,301.0
Adult,137.0,358.0
Adult,50.0,134.0
Adult,25.0,108.0
Adult,40.0,114.0
Adult,40.0,118.0
Adult,93.0,256.0
Adult,72.0,224.0
Adult,66.0,217.0
Adult,115.0,340.0
Adult,65.0,201.0
Adult,50.0,147.0
Adult,75.0,211.0
Adult,168.0,446.0
Adult,67.0,194.0
Adult,39.0,123.0
Adult,37.0,133.0
Adult,89.0,341.0
Adult,63.0,169.0
Adult,48.0,100.0
Adult,31.0,82.0
Adult,35.0,70.0
Adult,145.0,286.0
Adult,57.0,100.0
Adult,39.0,136.0
Adult,49.0,153.0
Adult,85.0,153.0
Adult,33.0,104.0
Adult,30.0,75.0
Adult,156.0,330.0
Adult,47.0,131.0
Adult,53.0,215.0
Adult,37.0,94.0
Adult,175.0,423.0
Adult,53.0,147.0
Adult,40.0,124.0
Adult,58.0,146.0
Adult,100.0,267.0
Adult,26.0,68.0
Adult,41.0,131.0
Adult,25.0,81.0
Adult,42.0,99.0
Adult,62.0,154.0
Adult,142.0,408.0
Adult,99.0,224.0
Adult,281.0,511.0
Adult,34.0,103.0
Adult,95.0,184.0
Adult,30.0,119.0
Adult,24.0,85.0
Adult,25.0,93.0
Adult,171.0,446.0
Adult,53.0,173.0
Adult,164.0,286.0
Adult,32.0,112.0
Adult,56.0,111.0
Adult,185.0,520.0
Adult,85.0,334.0
Adult,106.0,370.0
Adult,64.0,218.0
Adult,57.0,188.0
Adult,59.0,161.0
Adult,106.0,224.0
Adult,107.0,162.0
Adult,35.0,105.0
Adult,29.0,73.0
Adult,64.0,151.0
Adult,32.0,86.0
Adult,25.0,74.0
Adult,25.0,82.0
Adult,96.0,348.0
Adult,72.0,243.0
Adult,60.0,169.0
Adult,57.0,215.0
Adult,72.0,172.0
Adult,89.0,293.0
Adult,115.0,316.0
Adult,44.0,128.0
Adult,149.0,412.0
Adult,72.0,181.0
Adult,91.0,237.0
Adult,32.0,81.0
Adult,58.0,226.0
Adult,25.0,70.0
Adult,55.0,148.0
Adult,89.0,233.0
Adult,130.0,395.0
Adult,37.0,117.0
Adult,54.0,138.0
Adult,81.0,241.0
Adult,78.0,169.0
Adult,36.0,142.0
Adult,28.0,119.0
Adult,32.0,81.0
Adult,57.0,167.0
Adult,55.0,166.0
Adult,75.0,214.0
Adult,25.0,86.0
Adult,37.0,77.0
Adult,39.0,87.0
Adult,89.0,168.0
Adult,54.0,130.0
Adult,35.0,107.0
Adult,39.0,126.0
Adult,81.0,208.0
Adult,222.0,563.0
Adult,163.0,402.0
Adult,35.0,98.0
Adult,40.0,127.0
Adult,36.0,83.0
Adult,73.0,205.0
Adult,84.0,169.0
Adult,32.0,70.0
Adult,33.0,89.0
Adult,129.0,230.0
Adult,29.0,76.0
Adult,45.0,185.0
Adult,22.0,68.0
Adult,65.0,204.0
Adult,50.0,111.0
Adult,226.0,432.0
Adult,32.0,119.0
Adult,52.0,103.0
Adult,61.0,217.0
Adult,46.0,154.0
Adult,39.0,135.0
Adult,81.0,242.0
Adult,100.0,279.0
Adult,43.0,144.0
Adult,90.0,281.0
Adult,99.0,245.0
Adult,32.0,98.0
Adult,57.0,186.0
Adult,64.0,122.0
Adult,77.0,165.0
Adult,37.0,110.0
Adult,268.0,589.0
Adult,46.0,115.0
Adult,32.0,100.0
Adult,32.0,78.0
Adult,24.0,87.0
Adult,45.0,93.0
Adult,35.0,112.0
Adult,46.0,116.0
Adult,60.0,230.0
Adult,114.0,289.0
Adult,43.0,116.0
Adult,174.0,371.0
Adult,75.0,237.0
Adult,36.0,97.0
Adult,67.0,167.0
Adult,28.0,94.0
Adult,47.0,215.0
Adult,27.0,76.0
Adult,270.0,604.0
Adult,59.0,141.0
Adult,42.0,103.0
Adult,89.0,265.0
Adult,28.0,72.0
Adult,43.0,190.0
Adult,33.0,91.0
Adult,89.0,174.0
Adult,73.0,287.0
Adult,30.0,76.0
Adult,26.0,74.0
Adult,28.0,81.0
Adult,24.0,80.0
Adult,54.0,249.0
Adult,25.0,76.0
Adult,36.0,106.0
Adult,100.0,355.0
Adult,32.0,99.0
Adult,109.0,226.0
Adult,55.0,141.0
Adult,99.0,292.0
Adult,198.0,426.0
Adult,36.0,90.0
Adult,28.0,101.0
Adult,75.0,152.0
Adult,31.0,98.0
Adult,80.0,221.0
Adult,33.0,90.0
Adult,27.0,66.0
Adult,129.0,485.0
Adult,122.0,368.0
Adult,63.0,103.0
Child,22.0,57.0
Adult,53.0,199.0
Adult,36.0,101.0
Adult,25.0,84.0
Adult,69.0,172.0
Adult,52.0,229.0
Adult,74.0,242.0
Adult,82.0,234.0
Adult,36.0,116.0
Adult,245.0,552.0
Adult,121.0,255.0
Adult,59.0,135.0
Adult,79.0,269.0
Adult,37.0,129.0
Adult,28.0,97.0
Adult,53.0,201.0
Adult,68.0,119.0
Adult,51.0,89.0
Adult,42.0,91.0
Adult,50.0,143.0
Adult,93.0,335.0
Adult,36.0,105.0
Child,103.0,327.0
Child,47.0,138.0
Adult,58.0,125.0
Adult,43.0,108.0
Adult,23.0,66.0
Adult,58.0,181.0
Adult,22.0,75.0
Adult,74.0,291.0
Adult,61.0,217.0
Adult,79.0,200.0
Adult,53.0,149.0
Adult,53.0,121.0
Adult,57.0,130.0
Adult,24.0,107.0
Adult,133.0,313.0
Adult,40.0,177.0
Adult,171.0,478.0
Adult,29.0,80.0
Adult,61.0,163.0
Adult,60.0,224.0
Adult,74.0,188.0
Adult,58.0,162.0
Adult,39.0,140.0
Adult,46.0,114.0
Adult,46.0,114.0
Adult,260.0,451.0
Adult,40.0,137.0
Adult,68.0,226.0
Adult,92.0,242.0
Adult,53.0,128.0
Adult,60.0,206.0
Adult,28.0,93.0
Adult,131.0,367.0
Adult,44.0,89.0
Adult,93.0,299.0
Adult,43.0,104.0
Adult,31.0,106.0
Adult,52.0,107.0
Adult,69.0,247.0
Adult,29.0,85.0
Adult,26.0,102.0
Adult,61.0,185.0
Adult,29.0,93.0
Adult,74.0,168.0
Adult,45.0,138.0
Adult,38.0,103.0
Adult,55.0,133.0
Child,39.0,83.0
Adult,30.0,80.0
Adult,49.0,159.0
Adult,52.0,179.0
Adult,50.0,151.0
Adult,60.0,181.0
Adult,40.0,103.0
Adult,43.0,158.0
Child,25.0,84.0
Adult,59.0,185.0
Adult,89.0,189.0
Adult,28.0,78.0
Adult,87.0,191.0
Adult,90.0,258.0
Adult,49.0,144.0
Adult,127.0,278.0
Adult,49.0,123.0
Adult,27.0,82.0
Adult,85.0,181.0
Child,59.0,132.0
Adult,203.0,377.0
Adult,81.0,212.0
Adult,35.0,86.0
Adult,57.0,142.0
Adult,43.0,121.0
Adult,26.0,84.0
Child,39.0,147.0
Adult,82.0,227.0
Adult,31.0,92.0
Adult,57.0,118.0
Adult,59.0,205.0
Adult,77.0,207.0
Adult,25.0,97.0
Adult,60.0,139.0
Adult,85.0,199.0
Adult,61.0,167.0
Adult,159.0,437.0
Adult,38.0,111.0
Adult,113.0,263.0
Adult,127.0,334.0
Adult,67.0,290.0
Adult,29.0,78.0
Child,106.0,225.0
Adult,80.0,181.0
Adult,73.0,292.0
Adult,68.0,297.0
Adult,58.0,121.0
Adult,25.0,85.0
Adult,44.0,121.0
Child,53.0,178.0
Adult,88.0,327.0
Adult,81.0,153.0
Adult,79.0,289.0
Adult,36.0,110.0
Adult,40.0,125.0
Adult,28.0,84.0
Adult,65.0,178.0
Adult,157.0,492.0
Adult,64.0,146.0
Adult,95.0,278.0
Adult,60.0,130.0
Adult,33.0,89.0
Adult,46.0,192.0
Adult,35.0,99.0
Adult,54.0,120.0
Adult,46.0,125.0
Adult,139.0,308.0
Adult,35.0,95.0
Adult,82.0,199.0
Adult,46.0,106.0
Adult,48.0,128.0
Adult,129.0,290.0
Adult,54.0,193.0
Adult,97.0,187.0
Adult,31.0,89.0
Adult,45.0,172.0
Adult,79.0,164.0
Adult,83.0,159.0
Adult,49.0,98.0
Adult,182.0,400.0
Adult,25.0,69.0
Adult,50.0,143.0
Adult,78.0,188.0
Adult,82.0,239.0
Adult,77.0,199.0
Adult,64.0,217.0
Adult,51.0,135.0
Adult,31.0,89.0
Adult,78.0,242.0
Adult,27.0,72.0
Adult,54.0,127.0
Adult,32.0,97.0
Adult,110.0,430.0
Adult,58.0,125.0
Adult,97.0,376.0
Adult,132.0,500.0
Adult,31.0,70.0
Adult,42.0,133.0
Adult,58.0,146.0
Adult,45.0,175.0
Adult,26.0,89.0
Adult,42.0,87.0
Child,23.0,71.0
Adult,32.0,94.0
Adult,89.0,254.0
Adult,69.0,188.0
Adult,36.0,102.0
Adult,135.0,273.0
Adult,111.0,206.0
Adult,39.0,110.0
Adult,62.0,200.0
Adult,41.0,96.0
Adult,108.0,292.0
Adult,41.0,114.0
Adult,49.0,144.0
Adult,40.0,87.0
Adult,62.0,186.0
Adult,36.0,73.0
Adult,43.0,94.0
Adult,31.0,85.0
Adult,35.0,100.0
Adult,44.0,165.0
Adult,43.0,130.0
Adult,36.0,134.0
Child,50.0,178.0
Adult,45.0,159.0
Adult,35.0,140.0
Adult,49.0,124.0
Adult,42.0,111.0
Adult,60.0,199.0
Adult,78.0,224.0
Child,53.0,124.0
Adult,86.0,165.0
Adult,61.0,185.0
Adult,93.0,270.0
Adult,34.0,82.0
Adult,102.0,297.0
Adult,39.0,98.0
Adult,71.0,222.0
Adult,105.0,290.0
Adult,64.0,173.0
Adult,50.0,134.0
Adult,36.0,132.0
Adult,58.0,233.0
Adult,35.0,99.0
Adult,51.0,118.0
Adult,22.0,65.0
Adult,130.0,430.0
Adult,45.0,112.0
Adult,57.0,151.0
Adult,31.0,87.0
Adult,82.0,176.0
Adult,36.0,89.0
Adult,49.0,140.0
Adult,44.0,136.0
Adult,46.0,115.0
Adult,139.0,325.0
Adult,42.0,118.0
Adult,52.0,114.0
Adult,54.0,115.0
Adult,64.0,189.0
Adult,157.0,254.0
Adult,46.0,133.0
Adult,32.0,66.0
Adult,45.0,99.0
Adult,137.0,206.0
Child,79.0,177.0
Adult,32.0,96.0
Adult,49.0,139.0
Adult,135.0,510.0
Adult,90.0,245.0
Adult,64.0,158.0
Adult,79.0,141.0
Adult,195.0,592.0
Adult,46.0,112.0
Adult,95.0,269.0
Adult,42.0,160.0
Adult,50.0,135.0
Adult,23.0,69.0
Adult,40.0,81.0
Adult,50.0,111.0
Adult,54.0,143.0
Adult,65.0,177.0
Adult,40.0,123.0
Adult,100.0,252.0
Adult,62.0,162.0
Adult,82.0,334.0
Child,30.0,103.0
Adult,23.0,70.0
Adult,279.0,548.0
Adult,64.0,180.0
Adult,35.0,110.0
Adult,74.0,253.0
Child,40.0,62.0
Adult,28.0,100.0
Adult,36.0,139.0
Adult,71.0,217.0
Adult,72.0,200.0
Adult,65.0,157.0
Adult,64.0,216.0
Adult,28.0,79.0
Adult,114.0,405.0
Adult,74.0,253.0
Adult,36.0,93.0
Child,100.0,189.0
Adult,43.0,120.0
Adult,75.0,248.0
Adult,53.0,177.0
Adult,42.0,78.0
Adult,61.0,118.0
Adult,37.0,82.0
Adult,25.0,74.0
Adult,59.0,107.0
Adult,57.0,120.0
Adult,21.0,73.0
Adult,64.0,198.0
Adult,45.0,115.0
Adult,47.0,198.0
Adult,110.0,206.0
Adult,29.0,105.0
Adult,56.0,208.0
Adult,60.0,212.0
Adult,49.0,128.0
Adult,28.0,92.0
Adult,63.0,172.0
Adult,39.0,110.0
Adult,21.0,90.0
Adult,61.0,130.0
Adult,57.0,124.0
Adult,49.0,130.0
Adult,68.0,198.0
Adult,91.0,187.0
Adult,56.0,132.0
Adult,29.0,123.0
Adult,86.0,307.0
Adult,43.0,160.0
Adult,67.0,123.0
Adult,33.0,89.0
Adult,76.0,285.0
Adult,155.0,294.0
Adult,57.0,163.0
Adult,63.0,187.0
Adult,78.0,219.0
Adult,57.0,164.0
Adult,98.0,187.0
Adult,46.0,156.0
Adult,51.0,186.0
Adult,35.0,109.0
Adult,52.0,117.0
Adult,30.0,82.0
Child,35.0,158.0
Adult,57.0,145.0
Adult,35.0,100.0
Adult,193.0,478.0
Adult,71.0,165.0
Adult,49.0,125.0
Adult,74.0,237.0
Adult,110.0,222.0
Adult,149.0,412.0
Adult,68.0,182.0
Adult,70.0,236.0
Adult,57.0,158.0
Adult,78.0,141.0
Adult,56.0,157.0
Adult,29.0,90.0
Adult,43.0,82.0
Adult,45.0,112.0
Child,44.0,112.0
Adult,28.0,82.0
Adult,60.0,186.0
Adult,40.0,142.0
Adult,176.0,311.0
Adult,100.0,223.0
Adult,85.0,309.0
Adult,54.0,144.0
Adult,74.0,189.0
Adult,74.0,159.0
Adult,62.0,185.0
Adult,85.0,216.0
Adult,48.0,115.0
Adult,43.0,174.0
Adult,46.0,106.0
Adult,166.0,366.0
Adult,32.0,71.0
Adult,117.0,272.0
Adult,61.0,111.0
Adult,34.0,98.0
Adult,40.0,125.0
Adult,61.0,140.0
Adult,63.0,246.0
Adult,46.0,103.0
Adult,28.0,65.0
Adult,28.0,121.0
Adult,127.0,296.0
Adult,49.0,113.0
Adult,40.0,149.0
Adult,135.0,364.0
Adult,66.0,194.0
Adult,49.0,108.0
Adult,192.0,452.0
Adult,40.0,107.0
Adult,34.0,93.0
Adult,71.0,210.0
Adult,69.0,139.0
Child,49.0,97.0
Adult,178.0,440.0
Adult,33.0,75.0
Adult,32.0,100.0
Adult,26.0,107.0
Adult,64.0,271.0
Adult,61.0,276.0
Adult,49.0,146.0
Adult,61.0,218.0
Adult,55.0,126.0
Adult,86.0,167.0
Adult,34.0,107.0
Adult,34.0,99.0
Adult,34.0,66.0
Adult,73.0,127.0
Adult,149.0,434.0
Adult,32.0,133.0
Adult,31.0,99.0
Adult,21.0,67.0
Adult,25.0,89.0
Adult,49.0,192.0
Adult,154.0,373.0
Adult,71.0,159.0
Adult,39.0,127.0
Adult,92.0,290.0
Adult,43.0,135.0
Adult,36.0,117.0
Adult,99.0,250.0
Adult,25.0,70.0
Adult,42.0,107.0
Adult,45.0,106.0
Adult,95.0,216.0
Adult,41.0,116.0
Adult,43.0,114.0
Adult,41.0,107.0
Adult,67.0,212.0
Adult,75.0,224.0
Adult,78.0,159.0
Adult,35.0,71.0
Child,28.0,62.0
Adult,99.0,274.0
Adult,41.0,83.0
Adult,32.0,67.0
Adult,81.0,212.0
Adult,88.0,217.0
Adult,82.0,135.0
Adult,35.0,131.0
Adult,39.0,139.0
Adult,94.0,236.0
Child,29.0,75.0
Adult,29.0,83.0
Adult,185.0,405.0
Adult,85.0,263.0
Adult,36.0,84.0
Adult,30.0,83.0
Adult,38.0,96.0
Adult,160.0,374.0
Adult,71.0,221.0
Adult,199.0,431.0
Adult,74.0,195.0
Adult,31.0,122.0
Adult,156.0,450.0
Adult,49.0,165.0
Adult,25.0,117.0
Adult,44.0,156.0
Adult,43.0,101.0
Adult,66.0,175.0
Adult,28.0,97.0
Adult,79.0,264.0
Adult,35.0,87.0
Adult,74.0,231.0
Adult,38.0,119.0
Adult,71.0,191.0
Adult,47.0,119.0
Adult,54.0,140.0
Adult,52.0,124.0
Adult,163.0,398.0
Adult,39.0,80.0
Adult,46.0,90.0
Adult,86.0,140.0
Adult,50.0,84.0
Adult,73.0,138.0
Adult,111.0,281.0
Adult,89.0,246.0
Adult,57.0,159.0
Adult,22.0,70.0
Adult,28.0,75.0
Adult,25.0,94.0
Adult,57.0,108.0
Adult,85.0,343.0
Adult,63.0,198.0
Adult,125.0,351.0
Adult,85.0,224.0
Adult,75.0,202.0
Adult,91.0,230.0
Adult,34.0,123.0
Adult,71.0,163.0
Adult,51.0,130.0
Adult,231.0,450.0
Adult,42.0,92.0
Child,49.0,141.0
Adult,80.0,199.0
Adult,31.0,99.0
Adult,81.0,237.0
Adult,146.0,383.0
Adult,22.0,82.0
Adult,43.0,132.0
Adult,43.0,139.0
Adult,34.0,101.0
Adult,174.0,256.0
Adult,194.0,383.0
Adult,74.0,147.0
Adult,42.0,123.0
Adult,55.0,163.0
Adult,150.0,341.0
Adult,97.0,242.0
Adult,71.0,225.0
Adult,60.0,162.0
Adult,92.0,254.0
Adult,46.0,178.0
Adult,58.0,161.0
Adult,39.0,126.0
Adult,32.0,96.0
Adult,36.0,73.0
Adult,28.0,78.0
Adult,31.0,96.0
Adult,68.0,171.0
Adult,51.0,155.0
Child,55.0,169.0
Adult,49.0,99.0
Adult,53.0,201.0
Adult,97.0,325.0
Adult,32.0,116.0
Adult,42.0,101.0
Adult,44.0,122.0
Adult,56.0,142.0
Adult,71.0,159.0
Adult,46.0,119.0
Adult,132.0,265.0
Adult,35.0,110.0
Adult,39.0,96.0
Adult,102.0,244.0
Adult,142.0,285.0
Adult,49.0,163.0
Child,85.0,195.0
Adult,81.0,304.0
Adult,67.0,216.0
Adult,92.0,382.0
Adult,31.0,113.0
Adult,139.0,299.0
Adult,26.0,92.0
Adult,24.0,72.0
Adult,40.0,144.0
Adult,30.0,78.0
Adult,64.0,145.0
Adult,46.0,135.0
Adult,52.0,161.0
Adult,57.0,104.0
Adult,132.0,251.0
Adult,35.0,103.0
Adult,57.0,167.0
Adult,59.0,153.0
Adult,33.0,120.0
Adult,132.0,386.0
Adult,79.0,226.0
Adult,29.0,84.0
Adult,74.0,256.0
Adult,79.0,216.0
Adult,38.0,123.0
Adult,32.0,91.0
Adult,35.0,100.0
Adult,35.0,98.0
Adult,67.0,244.0
Adult,130.0,257.0
Adult,54.0,151.0
Adult,69.0,137.0
Adult,87.0,170.0
Adult,113.0,304.0
Adult,70.0,200.0
Adult,79.0,163.0
Adult,32.0,100.0
Adult,49.0,160.0
Adult,26.0,84.0
Adult,61.0,213.0
Adult,82.0,240.0
Adult,47.0,123.0
Adult,98.0,298.0
Adult,28.0,78.0
Adult,44.0,172.0
Adult,36.0,105.0
Adult,99.0,260.0
Adult,67.0,144.0
Adult,30.0,87.0
Adult,33.0,94.0
Adult,90.0,262.0
Child,61.0,145.0
Child,64.0,139.0
Adult,122.0,469.0
Adult,53.0,134.0
Adult,61.0,109.0
Adult,67.0,179.0
Adult,68.0,211.0
Adult,36.0,91.0
Adult,35.0,114.0
Adult,115.0,269.0
Adult,32.0,84.0
Child,59.0,211.0
Adult,46.0,125.0
Adult,28.0,65.0
Adult,32.0,107.0
Adult,41.0,155.0
Adult,92.0,294.0
Child,21.0,66.0
Adult,32.0,123.0
Adult,25.0,90.0
Adult,54.0,217.0
Adult,29.0,71.0
Adult,36.0,109.0
Adult,36.0,103.0
Child,22.0,76.0
Adult,78.0,204.0
Adult,58.0,224.0
Adult,206.0,500.0
Adult,60.0,158.0
Adult,64.0,122.0
Adult,75.0,160.0
Adult,51.0,174.0
Child,42.0,139.0
Adult,26.0,71.0
Adult,95.0,282.0
Adult,37.0,66.0
Adult,32.0,77.0
Adult,36.0,107.0
Adult,41.0,112.0
Adult,108.0,286.0
Adult,40.0,126.0
Adult,29.0,103.0
Adult,45.0,109.0
Adult,69.0,148.0
Adult,41.0,128.0
Adult,72.0,263.0
Adult,79.0,198.0
Adult,61.0,130.0
Adult,78.0,308.0
Adult,45.0,124.0
Adult,30.0,97.0
Adult,34.0,123.0
Adult,49.0,114.0
Adult,82.0,130.0
Adult,139.0,381.0
Adult,188.0,367.0
Adult,100.0,307.0
Adult,28.0,94.0
Adult,79.0,153.0
Adult,94.0,211.0
Adult,60.0,158.0
Adult,113.0,254.0
Adult,78.0,236.0
Adult,43.0,126.0
Adult,32.0,94.0
Adult,49.0,159.0
Adult,63.0,251.0
Adult,71.0,231.0
Adult,35.0,120.0
Adult,57.0,178.0
Adult,68.0,200.0
Adult,74.0,210.0
Adult,57.0,203.0
Adult,75.0,199.0
Adult,107.0,284.0
Adult,31.0,107.0
Adult,29.0,116.0
Adult,149.0,377.0
Adult,37.0,79.0
Adult,30.0,91.0
Adult,33.0,75.0
Adult,47.0,133.0
Adult,61.0,188.0
Adult,46.0,101.0
Adult,37.0,149.0
Adult,22.0,76.0
Adult,30.0,84.0
Adult,141.0,381.0
Adult,75.0,290.0
Adult,45.0,123.0
Adult,21.0,86.0
Adult,59.0,145.0
Adult,55.0,164.0
Adult,104.0,196.0
Adult,38.0,81.0
Adult,199.0,473.0
Adult,132.0,317.0
Adult,32.0,92.0
Adult,36.0,92.0
Adult,28.0,92.0
Adult,25.0,65.0
Adult,97.0,345.0
Adult,75.0,192.0
Adult,36.0,98.0
Adult,206.0,426.0
Adult,121.0,281.0
Adult,142.0,359.0
Adult,150.0,338.0
Adult,53.0,138.0
Adult,93.0,273.0
Adult,120.0,313.0
Adult,87.0,231.0
Adult,49.0,119.0
Adult,47.0,148.0
Adult,61.0,164.0
Adult,82.0,174.0
Adult,29.0,83.0
Adult,218.0,374.0
Adult,89.0,217.0
Adult,31.0,97.0
Adult,92.0,248.0
Adult,21.0,82.0
Adult,29.0,108.0
Child,19.0,57.0
Adult,82.0,210.0
Adult,34.0,89.0
Adult,68.0,149.0
Adult,34.0,81.0
Adult,49.0,162.0
Adult,185.0,370.0
Adult,74.0,185.0
Adult,29.0,88.0
Adult,78.0,254.0
Adult,114.0,312.0
Adult,45.0,155.0
Adult,114.0,359.0
Adult,50.0,158.0
Adult,75.0,238.0
Adult,67.0,158.0
Adult,68.0,134.0
Adult,50.0,156.0
Adult,74.0,158.0
Adult,89.0,166.0
Adult,35.0,118.0
Adult,25.0,66.0
Adult,75.0,162.0
Adult,135.0,414.0
Adult,17.0,72.0
Adult,145.0,271.0
Adult,113.0,430.0
Adult,44.0,152.0
Adult,25.0,72.0
Adult,49.0,100.0
Adult,71.0,170.0
Adult,78.0,313.0
Adult,71.0,192.0
Adult,35.0,79.0
Adult,92.0,243.0
Adult,57.0,174.0
Adult,35.0,114.0
Adult,27.0,71.0
Adult,143.0,381.0
Adult,27.0,82.0
Adult,51.0,121.0
Adult,207.0,453.0
Adult,66.0,140.0
Adult,55.0,158.0
Child,53.0,139.0
Adult,42.0,146.0
Adult,81.0,212.0
Adult,39.0,107.0
Adult,47.0,92.0
Adult,156.0,628.0
Adult,34.0,126.0
Adult,43.0,128.0
Adult,40.0,94.0
Adult,22.0,68.0
Adult,128.0,300.0
Adult,87.0,201.0
Adult,96.0,242.0
Adult,67.0,172.0
Adult,40.0,136.0
Child,36.0,109.0
Adult,46.0,109.0
Adult,29.0,85.0
Adult,96.0,237.0
Adult,29.0,89.0
Adult,47.0,138.0
Adult,56.0,143.0
Adult,142.0,377.0
Adult,86.0,236.0
Adult,61.0,116.0
Adult,50.0,100.0
Adult,37.0,101.0
Child,34.0,125.0
Adult,80.0,346.0
Adult,60.0,231.0
Adult,29.0,65.0
Adult,111.0,362.0
Adult,82.0,204.0
Adult,31.0,96.0
Adult,71.0,136.0
Adult,67.0,163.0
Adult,35.0,106.0
Adult,55.0,210.0
Adult,42.0,125.0
Adult,108.0,308.0
Adult,45.0,126.0
Adult,28.0,80.0
Adult,80.0,244.0
Adult,114.0,364.0
Adult,42.0,122.0
Adult,281.0,501.0
Adult,89.0,201.0
Adult,50.0,103.0
Adult,60.0,188.0
Adult,25.0,77.0
Adult,45.0,126.0
Adult,71.0,276.0
Child,68.0,185.0
Adult,68.0,202.0
Adult,45.0,116.0
Child,59.0,135.0
Adult,63.0,184.0
Adult,39.0,94.0
Adult,45.0,155.0
Adult,27.0,86.0
Adult,32.0,69.0
Adult,43.0,92.0
Adult,164.0,468.0
Adult,36.0,85.0
Adult,46.0,169.0
Adult,35.0,83.0
Adult,82.0,270.0
Adult,121.0,295.0
Adult,28.0,67.0
Adult,66.0,182.0
Adult,63.0,145.0
Adult,32.0,99.0
Adult,71.0,117.0
Adult,24.0,76.0
Adult,43.0,103.0
Adult,75.0,186.0
Adult,79.0,273.0
Adult,191.0,374.0
Adult,35.0,98.0
Adult,178.0,639.0
Adult,39.0,121.0
Adult,32.0,108.0
Adult,41.0,135.0
Adult,28.0,83.0
Adult,43.0,172.0
Adult,37.0,91.0
Adult,50.0,130.0
Adult,52.0,199.0
Adult,61.0,148.0
Adult,130.0,475.0
Adult,52.0,114.0
Adult,83.0,243.0
Adult,79.0,153.0
Adult,78.0,169.0
Adult,85.0,167.0
Adult,36.0,91.0
Adult,60.0,206.0
Adult,30.0,72.0
Adult,72.0,171.0
Adult,30.0,97.0
Adult,54.0,110.0
Adult,81.0,208.0
Adult,28.0,84.0
Adult,68.0,153.0
Adult,75.0,261.0
Adult,35.0,135.0
Adult,57.0,228.0
Adult,28.0,76.0
Adult,78.0,113.0
Adult,54.0,145.0
Adult,64.0,213.0
Adult,78.0,215.0
Adult,113.0,345.0
Adult,40.0,117.0
Adult,100.0,283.0
Adult,33.0,91.0
Adult,47.0,131.0
Adult,80.0,174.0
Adult,32.0,108.0
Adult,54.0,171.0
Adult,44.0,122.0
Adult,50.0,166.0
Adult,85.0,199.0
Adult,187.0,451.0
Adult,66.0,123.0
Adult,57.0,173.0
Adult,50.0,117.0
Adult,36.0,112.0
Adult,63.0,263.0
