Category,Height,Width
Adult,45.0,153.0
Adult,63.0,167.0
Adult,167.0,366.0
Adult,89.0,238.0
Adult,47.0,134.0
Adult,40.0,87.0
Adult,34.0,106.0
Adult,31.0,79.0
Adult,63.0,130.0
Adult,31.0,92.0
Child,96.0,190.0
Adult,88.0,219.0
Adult,32.0,77.0
Adult,133.0,290.0
Adult,33.0,89.0
Adult,37.0,129.0
Adult,82.0,220.0
Adult,71.0,211.0
Adult,39.0,117.0
Adult,77.0,259.0
Adult,40.0,128.0
Adult,48.0,146.0
Adult,54.0,142.0
Adult,115.0,224.0
Adult,70.0,162.0
Adult,65.0,155.0
Adult,76.0,192.0
Adult,27.0,70.0
Adult,56.0,167.0
Adult,37.0,103.0
Adult,46.0,164.0
Adult,86.0,233.0
Adult,28.0,91.0
Adult,34.0,110.0
Adult,29.0,96.0
Adult,41.0,122.0
Adult,54.0,134.0
Adult,34.0,76.0
Adult,196.0,381.0
Adult,120.0,271.0
Adult,90.0,230.0
Adult,33.0,108.0
Adult,83.0,192.0
Adult,60.0,189.0
Adult,33.0,112.0
Adult,60.0,217.0
Adult,36.0,84.0
Adult,39.0,102.0
Adult,46.0,148.0
Adult,42.0,138.0
Adult,54.0,142.0
Adult,31.0,78.0
Adult,36.0,132.0
Adult,36.0,101.0
Adult,56.0,179.0
Adult,30.0,96.0
Adult,60.0,205.0
Adult,75.0,133.0
Adult,49.0,114.0
Adult,78.0,265.0
Adult,23.0,85.0
Adult,105.0,271.0
Adult,74.0,203.0
Adult,37.0,102.0
Adult,58.0,216.0
Adult,40.0,98.0
Adult,55.0,182.0
Adult,25.0,85.0
Adult,90.0,183.0
Adult,42.0,114.0
Adult,79.0,225.0
Adult,67.0,200.0
Adult,33.0,118.0
Adult,58.0,193.0
Adult,62.0,150.0
Adult,70.0,163.0
Adult,43.0,138.0
Adult,49.0,106.0
Adult,23.0,93.0
Adult,30.0,95.0
Adult,73.0,176.0
Adult,84.0,225.0
Adult,88.0,229.0
Adult,56.0,114.0
Adult,36.0,118.0
Adult,106.0,378.0
Adult,44.0,156.0
Adult,28.0,105.0
Adult,38.0,95.0
Adult,62.0,151.0
Adult,51.0,128.0
Adult,66.0,213.0
Adult,26.0,111.0
Adult,89.0,212.0
Adult,30.0,104.0
Adult,46.0,142.0
Adult,49.0,104.0
Adult,38.0,123.0
Adult,57.0,193.0
Adult,40.0,149.0
Adult,103.0,347.0
Adult,26.0,68.0
Adult,56.0,142.0
Adult,49.0,151.0
Adult,40.0,123.0
Adult,72.0,219.0
Adult,66.0,162.0
Adult,92.0,246.0
Adult,53.0,174.0
Adult,33.0,86.0
Adult,32.0,71.0
Adult,42.0,147.0
Adult,27.0,105.0
Adult,36.0,106.0
Adult,58.0,186.0
Adult,19.0,84.0
Adult,68.0,260.0
Adult,29.0,77.0
Adult,39.0,76.0
Adult,93.0,257.0
Adult,80.0,298.0
Adult,42.0,131.0
Adult,40.0,108.0
Adult,32.0,69.0
Adult,31.0,89.0
Adult,60.0,178.0
Adult,50.0,146.0
Adult,226.0,459.0
Adult,93.0,198.0
Adult,33.0,92.0
Adult,56.0,142.0
Adult,34.0,97.0
Adult,30.0,92.0
Child,47.0,165.0
Adult,33.0,94.0
Adult,32.0,93.0
Adult,103.0,300.0
Adult,40.0,110.0
Adult,41.0,118.0
Adult,78.0,312.0
Adult,21.0,72.0
Adult,42.0,126.0
Adult,39.0,183.0
Adult,145.0,384.0
Adult,21.0,83.0
Adult,53.0,149.0
Adult,98.0,318.0
Adult,62.0,193.0
Adult,60.0,156.0
Adult,81.0,224.0
Adult,42.0,107.0
Adult,42.0,147.0
Adult,137.0,450.0
Adult,25.0,94.0
Adult,28.0,110.0
Adult,102.0,296.0
Adult,30.0,86.0
Adult,78.0,202.0
Adult,118.0,245.0
Adult,51.0,137.0
Adult,104.0,338.0
Adult,28.0,70.0
Adult,244.0,576.0
Adult,28.0,73.0
Adult,59.0,117.0
Adult,56.0,149.0
Adult,34.0,114.0
Adult,40.0,127.0
Adult,112.0,334.0
Adult,86.0,257.0
Adult,68.0,216.0
Adult,59.0,110.0
Adult,165.0,362.0
Adult,26.0,91.0
Adult,33.0,102.0
Adult,46.0,110.0
Adult,74.0,211.0
Adult,320.0,500.0
Adult,39.0,110.0
Adult,46.0,101.0
Adult,43.0,118.0
Adult,42.0,129.0
Adult,40.0,127.0
Adult,35.0,73.0
Adult,40.0,93.0
Adult,37.0,122.0
Adult,109.0,406.0
Adult,31.0,92.0
Adult,49.0,115.0
Adult,62.0,138.0
Adult,47.0,119.0
Adult,39.0,98.0
Adult,36.0,118.0
Adult,43.0,105.0
Adult,31.0,117.0
Adult,46.0,161.0
Adult,51.0,131.0
Adult,58.0,244.0
Adult,43.0,118.0
Adult,34.0,84.0
Adult,40.0,126.0
Adult,65.0,174.0
Adult,42.0,112.0
Child,30.0,50.0
Adult,44.0,142.0
Adult,38.0,90.0
Adult,33.0,101.0
Adult,49.0,96.0
Adult,30.0,75.0
Adult,61.0,116.0
Adult,31.0,88.0
Adult,58.0,152.0
Adult,103.0,374.0
Adult,47.0,127.0
Adult,139.0,372.0
Adult,33.0,91.0
Adult,28.0,84.0
Adult,42.0,99.0
Adult,37.0,89.0
Adult,24.0,69.0
Adult,44.0,164.0
Adult,146.0,356.0
Adult,105.0,294.0
Adult,43.0,123.0
Adult,41.0,126.0
Adult,58.0,148.0
Adult,48.0,127.0
Adult,96.0,224.0
Adult,35.0,110.0
Adult,44.0,125.0
Adult,44.0,121.0
Adult,40.0,130.0
Adult,47.0,124.0
Adult,35.0,108.0
Adult,26.0,96.0
Adult,53.0,162.0
Adult,42.0,162.0
Adult,44.0,136.0
Adult,82.0,311.0
Adult,33.0,127.0
Adult,30.0,90.0
Adult,50.0,149.0
Adult,30.0,90.0
Adult,45.0,121.0
Adult,27.0,65.0
Adult,61.0,188.0
Adult,25.0,75.0
Adult,38.0,144.0
Adult,38.0,82.0
Adult,51.0,150.0
Adult,48.0,121.0
Adult,74.0,148.0
Adult,35.0,116.0
Adult,40.0,89.0
Adult,76.0,149.0
Adult,81.0,229.0
Adult,68.0,154.0
Adult,40.0,116.0
Adult,49.0,153.0
Adult,29.0,93.0
Adult,35.0,91.0
Adult,23.0,68.0
Adult,97.0,192.0
Adult,47.0,104.0
Adult,45.0,128.0
Adult,25.0,74.0
Adult,28.0,85.0
Adult,64.0,171.0
Adult,56.0,137.0
Adult,35.0,77.0
Adult,198.0,480.0
Adult,50.0,143.0
Adult,39.0,113.0
Adult,77.0,224.0
Adult,46.0,110.0
Adult,88.0,261.0
Adult,34.0,65.0
Adult,37.0,112.0
Adult,34.0,101.0
Adult,71.0,190.0
Adult,64.0,176.0
Adult,40.0,144.0
Adult,49.0,148.0
Adult,34.0,90.0
Adult,72.0,198.0
Adult,26.0,94.0
Adult,34.0,123.0
Adult,39.0,142.0
Adult,82.0,313.0
Adult,34.0,102.0
Adult,134.0,285.0
Adult,72.0,233.0
Adult,45.0,150.0
Adult,26.0,91.0
Adult,46.0,116.0
Adult,116.0,247.0
Adult,30.0,91.0
Adult,52.0,137.0
Adult,33.0,108.0
Adult,36.0,94.0
Adult,35.0,116.0
Adult,95.0,348.0
Adult,38.0,107.0
Adult,33.0,110.0
Adult,45.0,142.0
Adult,46.0,121.0
Adult,42.0,140.0
Adult,49.0,121.0
Adult,80.0,245.0
Adult,27.0,92.0
Adult,55.0,100.0
Adult,139.0,339.0
Adult,67.0,232.0
Adult,70.0,214.0
Adult,35.0,101.0
Adult,57.0,233.0
Adult,72.0,180.0
Adult,61.0,162.0
Adult,51.0,130.0
Adult,29.0,113.0
Adult,33.0,86.0
Adult,55.0,120.0
Adult,98.0,220.0
Adult,33.0,125.0
Adult,179.0,500.0
Adult,32.0,75.0
Adult,66.0,152.0
Adult,27.0,117.0
Adult,52.0,105.0
Adult,30.0,114.0
Adult,67.0,148.0
Adult,34.0,125.0
Adult,38.0,126.0
Adult,57.0,153.0
Adult,106.0,282.0
Child,27.0,75.0
Adult,35.0,93.0
Adult,26.0,97.0
Child,33.0,91.0
Adult,36.0,105.0
Adult,64.0,172.0
Adult,47.0,145.0
Adult,82.0,163.0
Adult,120.0,316.0
Adult,52.0,152.0
Adult,45.0,130.0
Adult,32.0,96.0
Adult,39.0,91.0
Adult,74.0,200.0
Adult,37.0,117.0
Adult,33.0,87.0
Adult,85.0,306.0
Adult,111.0,327.0
Adult,34.0,89.0
Adult,38.0,152.0
Adult,99.0,151.0
Adult,74.0,203.0
Adult,176.0,431.0
Adult,76.0,205.0
Adult,113.0,257.0
Adult,21.0,103.0
Adult,45.0,99.0
Adult,46.0,115.0
Adult,69.0,207.0
Adult,56.0,149.0
Adult,30.0,107.0
Adult,99.0,279.0
Adult,63.0,153.0
Adult,32.0,94.0
Adult,88.0,236.0
Adult,170.0,384.0
Adult,100.0,319.0
Adult,94.0,234.0
Adult,61.0,157.0
Adult,56.0,163.0
Adult,51.0,153.0
Adult,96.0,248.0
Adult,23.0,91.0
Adult,36.0,147.0
Adult,59.0,143.0
Child,34.0,58.0
Adult,142.0,345.0
Adult,72.0,203.0
Adult,83.0,250.0
Adult,44.0,131.0
Adult,54.0,107.0
Adult,70.0,143.0
Adult,26.0,78.0
Adult,25.0,69.0
Adult,129.0,268.0
Adult,34.0,85.0
Adult,103.0,313.0
Adult,78.0,213.0
Adult,65.0,208.0
Adult,70.0,156.0
Adult,40.0,147.0
Adult,135.0,313.0
Adult,49.0,171.0
Adult,44.0,126.0
Adult,59.0,149.0
Adult,67.0,154.0
Adult,35.0,95.0
Adult,49.0,126.0
Adult,72.0,213.0
Adult,38.0,95.0
Adult,34.0,94.0
Adult,82.0,154.0
Adult,89.0,217.0
Adult,28.0,92.0
Adult,36.0,130.0
Child,98.0,259.0
Adult,28.0,83.0
Adult,39.0,117.0
Adult,81.0,244.0
Adult,40.0,111.0
Adult,28.0,80.0
Adult,82.0,252.0
Adult,74.0,296.0
Adult,28.0,73.0
Adult,52.0,170.0
Adult,47.0,111.0
Adult,26.0,75.0
Adult,179.0,441.0
Adult,34.0,69.0
Adult,136.0,329.0
Adult,94.0,268.0
Adult,99.0,294.0
Adult,51.0,168.0
Adult,25.0,84.0
Adult,48.0,107.0
Adult,32.0,75.0
Adult,49.0,115.0
Adult,28.0,96.0
Adult,130.0,365.0
Adult,56.0,127.0
Adult,124.0,359.0
Adult,42.0,132.0
Adult,21.0,75.0
Adult,20.0,66.0
Adult,57.0,185.0
Adult,26.0,88.0
Adult,35.0,91.0
Adult,51.0,160.0
Adult,25.0,70.0
Adult,52.0,158.0
Adult,33.0,92.0
Adult,30.0,68.0
Adult,62.0,202.0
Adult,35.0,96.0
Adult,53.0,141.0
Child,23.0,53.0
Adult,23.0,73.0
Adult,79.0,260.0
Adult,50.0,167.0
Adult,28.0,113.0
Adult,77.0,179.0
Adult,29.0,103.0
Adult,38.0,99.0
Adult,22.0,74.0
Adult,35.0,92.0
Adult,40.0,93.0
Adult,101.0,236.0
Adult,41.0,142.0
Adult,38.0,126.0
Adult,31.0,69.0
Adult,68.0,157.0
Adult,60.0,189.0
Adult,35.0,121.0
Adult,71.0,178.0
Adult,40.0,151.0
Adult,62.0,182.0
Adult,62.0,156.0
Adult,57.0,154.0
Adult,25.0,79.0
Adult,61.0,201.0
Adult,35.0,79.0
Adult,60.0,189.0
Adult,38.0,86.0
Adult,133.0,296.0
Adult,29.0,73.0
Adult,40.0,111.0
Adult,72.0,174.0
Adult,98.0,180.0
Adult,143.0,252.0
Adult,36.0,116.0
Adult,30.0,92.0
Adult,68.0,177.0
Adult,42.0,115.0
Adult,27.0,75.0
Adult,31.0,99.0
Adult,46.0,139.0
Adult,86.0,219.0
Adult,97.0,331.0
Adult,86.0,181.0
Adult,88.0,362.0
Adult,52.0,113.0
Adult,76.0,194.0
Adult,77.0,178.0
Adult,33.0,84.0
Adult,21.0,63.0
Adult,26.0,82.0
Adult,28.0,68.0
Adult,41.0,119.0
Adult,76.0,185.0
Adult,51.0,207.0
Adult,74.0,208.0
Adult,154.0,250.0
Adult,64.0,185.0
Adult,42.0,124.0
Adult,186.0,345.0
Adult,60.0,218.0
Adult,34.0,116.0
Adult,32.0,101.0
Adult,46.0,140.0
Adult,81.0,137.0
Adult,28.0,67.0
Adult,35.0,101.0
Adult,88.0,210.0
Adult,52.0,118.0
Adult,33.0,121.0
Adult,154.0,389.0
Adult,39.0,117.0
Adult,46.0,122.0
Adult,21.0,67.0
Adult,52.0,137.0
Adult,35.0,105.0
Adult,41.0,124.0
Adult,78.0,238.0
Adult,33.0,91.0
Adult,166.0,481.0
Adult,65.0,139.0
Adult,34.0,112.0
Adult,38.0,95.0
Adult,98.0,254.0
Adult,54.0,141.0
Adult,63.0,195.0
Adult,106.0,318.0
Adult,117.0,376.0
Adult,41.0,111.0
Adult,112.0,301.0
Adult,41.0,93.0
Adult,146.0,487.0
Adult,77.0,215.0
Adult,35.0,97.0
Adult,57.0,151.0
Adult,117.0,351.0
Adult,149.0,352.0
Adult,90.0,286.0
Adult,33.0,95.0
Adult,88.0,263.0
Adult,61.0,121.0
Adult,46.0,155.0
Adult,33.0,90.0
Adult,58.0,184.0
Adult,67.0,198.0
Adult,49.0,152.0
Adult,54.0,167.0
Adult,44.0,139.0
Adult,60.0,188.0
Adult,66.0,194.0
Child,38.0,102.0
Adult,56.0,117.0
Adult,33.0,103.0
Adult,104.0,354.0
Adult,81.0,204.0
Adult,57.0,167.0
Adult,34.0,115.0
Adult,78.0,219.0
Adult,22.0,84.0
Adult,126.0,320.0
Adult,29.0,87.0
Adult,93.0,239.0
Adult,39.0,70.0
Adult,64.0,226.0
Adult,33.0,90.0
Adult,67.0,211.0
Adult,33.0,104.0
Adult,28.0,80.0
Adult,42.0,85.0
Adult,128.0,347.0
Adult,98.0,327.0
Adult,26.0,89.0
Adult,98.0,218.0
Adult,51.0,167.0
Adult,84.0,225.0
Adult,66.0,178.0
Adult,55.0,158.0
Adult,35.0,94.0
Child,74.0,157.0
Adult,62.0,224.0
Adult,61.0,230.0
Adult,40.0,143.0
Adult,26.0,73.0
Adult,27.0,85.0
Adult,159.0,447.0
Adult,25.0,75.0
Adult,64.0,188.0
Adult,59.0,192.0
Adult,32.0,85.0
Adult,37.0,93.0
Adult,100.0,194.0
Adult,63.0,174.0
Adult,45.0,118.0
Adult,63.0,162.0
Adult,48.0,150.0
Adult,28.0,75.0
Adult,91.0,291.0
Adult,52.0,188.0
Adult,47.0,140.0
Adult,44.0,146.0
Adult,32.0,83.0
Adult,71.0,218.0
Adult,42.0,103.0
Adult,40.0,122.0
Adult,46.0,110.0
Adult,107.0,288.0
Adult,57.0,130.0
Adult,28.0,109.0
Adult,36.0,105.0
Adult,27.0,68.0
Adult,56.0,190.0
Adult,108.0,273.0
Adult,41.0,109.0
Adult,35.0,101.0
Adult,45.0,122.0
Adult,29.0,73.0
Adult,80.0,203.0
Adult,58.0,147.0
Adult,39.0,102.0
Adult,41.0,85.0
Adult,66.0,205.0
Adult,42.0,103.0
Adult,88.0,228.0
Adult,100.0,276.0
Adult,75.0,189.0
Adult,63.0,195.0
Adult,81.0,190.0
Adult,57.0,158.0
Adult,46.0,153.0
Adult,87.0,211.0
Adult,32.0,102.0
Adult,40.0,98.0
Adult,44.0,85.0
Adult,129.0,293.0
Adult,69.0,168.0
Adult,54.0,230.0
Adult,99.0,251.0
Adult,34.0,115.0
Adult,117.0,218.0
Adult,46.0,121.0
Adult,101.0,183.0
Adult,28.0,93.0
Adult,25.0,82.0
Adult,39.0,90.0
Adult,89.0,259.0
Adult,31.0,110.0
Adult,80.0,262.0
Adult,42.0,117.0
Adult,37.0,103.0
Adult,26.0,81.0
Adult,55.0,146.0
Adult,97.0,334.0
Adult,62.0,182.0
Adult,86.0,227.0
Adult,42.0,116.0
Adult,65.0,178.0
Adult,32.0,111.0
Adult,36.0,119.0
Adult,51.0,154.0
Adult,52.0,156.0
Adult,82.0,262.0
Adult,40.0,119.0
Adult,65.0,147.0
Adult,64.0,205.0
Adult,24.0,82.0
Adult,84.0,279.0
Adult,40.0,117.0
Adult,45.0,118.0
Adult,94.0,202.0
Adult,70.0,222.0
Adult,32.0,94.0
Adult,137.0,452.0
Adult,205.0,420.0
Adult,27.0,91.0
Adult,109.0,230.0
Adult,27.0,78.0
Adult,113.0,312.0
Adult,90.0,226.0
Adult,74.0,192.0
Adult,93.0,277.0
Adult,192.0,320.0
Adult,35.0,112.0
Adult,54.0,157.0
Adult,61.0,148.0
Adult,76.0,251.0
Adult,72.0,226.0
Adult,61.0,191.0
Adult,93.0,263.0
Adult,113.0,271.0
Adult,34.0,128.0
Adult,86.0,209.0
Adult,48.0,133.0
Adult,38.0,106.0
Adult,51.0,166.0
Adult,34.0,127.0
Adult,48.0,131.0
Adult,77.0,231.0
Adult,29.0,77.0
Adult,37.0,144.0
Adult,65.0,178.0
Adult,45.0,125.0
Adult,36.0,112.0
Adult,89.0,208.0
Adult,30.0,101.0
Adult,44.0,158.0
Adult,101.0,315.0
Adult,33.0,94.0
Adult,51.0,104.0
Adult,51.0,187.0
Adult,25.0,80.0
Adult,50.0,124.0
Adult,40.0,114.0
Adult,38.0,114.0
Adult,114.0,441.0
Adult,26.0,69.0
Adult,52.0,193.0
Adult,58.0,153.0
Adult,122.0,299.0
Adult,40.0,103.0
Adult,34.0,99.0
Adult,147.0,371.0
Adult,137.0,278.0
Adult,23.0,72.0
Adult,54.0,128.0
Adult,76.0,242.0
Adult,44.0,98.0
Adult,116.0,357.0
Adult,189.0,525.0
Adult,123.0,270.0
Adult,47.0,119.0
Adult,72.0,229.0
Adult,38.0,95.0
Adult,98.0,327.0
Adult,78.0,258.0
Adult,29.0,78.0
Adult,94.0,263.0
Adult,99.0,312.0
Adult,33.0,100.0
Adult,34.0,98.0
Adult,89.0,196.0
Adult,129.0,214.0
Adult,21.0,92.0
Adult,78.0,187.0
Adult,52.0,141.0
Adult,45.0,135.0
Adult,41.0,124.0
Adult,33.0,90.0
Adult,83.0,213.0
Adult,39.0,128.0
Adult,75.0,149.0
Adult,61.0,116.0
Adult,71.0,210.0
Adult,45.0,135.0
Adult,39.0,106.0
Adult,73.0,210.0
Adult,89.0,326.0
Adult,31.0,83.0
Adult,62.0,156.0
Adult,31.0,123.0
Adult,22.0,65.0
Adult,58.0,178.0
Adult,46.0,136.0
Adult,30.0,83.0
Adult,57.0,169.0
Adult,149.0,429.0
Adult,34.0,115.0
Adult,37.0,92.0
