height,width
283.0,103.0
295.0,181.0
82.0,36.0
289.0,168.0
91.0,50.0
823.0,365.0
507.0,177.0
114.0,50.0
84.0,47.0
91.0,39.0
242.0,68.0
210.0,67.0
120.0,47.0
327.0,141.0
202.0,68.0
204.0,86.0
106.0,33.0
133.0,59.0
141.0,81.0
208.0,108.0
229.0,101.0
297.0,92.0
336.0,105.0
384.0,117.0
65.0,27.0
165.0,74.0
126.0,40.0
142.0,37.0
542.0,354.0
311.0,115.0
209.0,55.0
356.0,160.0
272.0,155.0
217.0,108.0
119.0,30.0
120.0,41.0
167.0,75.0
508.0,278.0
271.0,138.0
145.0,83.0
172.0,45.0
94.0,32.0
190.0,24.0
153.0,52.0
87.0,28.0
88.0,39.0
170.0,71.0
123.0,51.0
128.0,44.0
216.0,78.0
144.0,51.0
147.0,42.0
231.0,80.0
128.0,58.0
237.0,88.0
242.0,100.0
219.0,59.0
222.0,59.0
274.0,89.0
275.0,100.0
300.0,151.0
336.0,96.0
221.0,67.0
258.0,84.0
139.0,52.0
71.0,19.0
212.0,89.0
157.0,61.0
240.0,80.0
186.0,72.0
386.0,223.0
286.0,159.0
138.0,41.0
167.0,103.0
159.0,34.0
141.0,60.0
66.0,28.0
65.0,22.0
87.0,47.0
75.0,49.0
157.0,57.0
396.0,184.0
298.0,105.0
266.0,80.0
212.0,45.0
136.0,52.0
145.0,68.0
104.0,61.0
172.0,51.0
69.0,28.0
60.0,24.0
118.0,45.0
105.0,64.0
260.0,111.0
141.0,37.0
231.0,34.0
255.0,77.0
317.0,181.0
334.0,196.0
86.0,36.0
82.0,18.0
107.0,42.0
175.0,64.0
129.0,40.0
114.0,29.0
152.0,70.0
162.0,65.0
120.0,28.0
102.0,34.0
96.0,34.0
85.0,42.0
145.0,79.0
234.0,140.0
80.0,34.0
417.0,190.0
167.0,57.0
699.0,319.0
541.0,238.0
491.0,148.0
419.0,129.0
526.0,182.0
166.0,66.0
188.0,103.0
72.0,33.0
122.0,46.0
175.0,61.0
206.0,67.0
187.0,59.0
345.0,118.0
268.0,82.0
150.0,57.0
141.0,44.0
242.0,106.0
101.0,34.0
89.0,39.0
229.0,91.0
69.0,27.0
85.0,32.0
160.0,68.0
117.0,41.0
187.0,60.0
180.0,72.0
78.0,26.0
54.0,20.0
112.0,44.0
102.0,32.0
100.0,24.0
116.0,37.0
107.0,20.0
116.0,38.0
105.0,31.0
107.0,39.0
158.0,71.0
121.0,39.0
105.0,39.0
82.0,36.0
167.0,51.0
146.0,40.0
164.0,75.0
151.0,35.0
67.0,21.0
224.0,58.0
55.0,45.0
64.0,48.0
212.0,82.0
73.0,28.0
214.0,86.0
214.0,75.0
150.0,52.0
179.0,58.0
175.0,79.0
174.0,47.0
406.0,145.0
435.0,133.0
525.0,195.0
487.0,192.0
200.0,53.0
178.0,58.0
129.0,47.0
245.0,92.0
147.0,93.0
133.0,34.0
175.0,74.0
187.0,67.0
146.0,61.0
202.0,68.0
276.0,71.0
208.0,69.0
292.0,78.0
200.0,90.0
189.0,50.0
188.0,60.0
130.0,28.0
197.0,47.0
116.0,48.0
99.0,39.0
177.0,43.0
76.0,32.0
76.0,26.0
73.0,19.0
89.0,33.0
87.0,24.0
82.0,31.0
70.0,22.0
73.0,23.0
150.0,70.0
210.0,64.0
207.0,76.0
155.0,63.0
152.0,36.0
155.0,45.0
309.0,114.0
205.0,69.0
105.0,42.0
169.0,70.0
306.0,117.0
153.0,43.0
110.0,37.0
99.0,40.0
260.0,79.0
235.0,93.0
69.0,28.0
74.0,27.0
281.0,44.0
229.0,108.0
323.0,167.0
308.0,161.0
269.0,71.0
369.0,185.0
240.0,113.0
298.0,136.0
270.0,137.0
268.0,137.0
310.0,120.0
371.0,105.0
321.0,142.0
230.0,67.0
141.0,42.0
136.0,54.0
106.0,49.0
134.0,41.0
279.0,89.0
233.0,111.0
291.0,134.0
308.0,91.0
168.0,75.0
91.0,46.0
113.0,46.0
109.0,40.0
100.0,25.0
105.0,42.0
181.0,44.0
148.0,37.0
96.0,34.0
124.0,46.0
95.0,39.0
183.0,63.0
134.0,37.0
80.0,35.0
151.0,48.0
130.0,73.0
180.0,60.0
242.0,138.0
82.0,42.0
178.0,68.0
206.0,86.0
188.0,70.0
206.0,83.0
342.0,156.0
129.0,37.0
116.0,35.0
155.0,84.0
94.0,28.0
97.0,31.0
105.0,30.0
284.0,97.0
81.0,28.0
86.0,32.0
88.0,29.0
213.0,100.0
81.0,28.0
78.0,55.0
98.0,45.0
86.0,39.0
201.0,62.0
245.0,118.0
225.0,84.0
172.0,40.0
105.0,31.0
121.0,40.0
96.0,30.0
211.0,98.0
704.0,254.0
508.0,214.0
499.0,162.0
152.0,69.0
110.0,45.0
85.0,28.0
89.0,32.0
60.0,19.0
71.0,18.0
242.0,114.0
119.0,72.0
243.0,93.0
169.0,43.0
149.0,50.0
171.0,48.0
181.0,58.0
153.0,41.0
109.0,32.0
108.0,34.0
151.0,44.0
374.0,253.0
185.0,73.0
147.0,78.0
318.0,105.0
121.0,61.0
117.0,42.0
70.0,30.0
108.0,27.0
92.0,28.0
101.0,26.0
316.0,147.0
194.0,92.0
183.0,60.0
213.0,67.0
180.0,76.0
186.0,69.0
135.0,35.0
169.0,86.0
101.0,44.0
153.0,70.0
131.0,66.0
137.0,68.0
140.0,59.0
122.0,43.0
113.0,36.0
94.0,36.0
89.0,30.0
142.0,51.0
145.0,57.0
124.0,55.0
119.0,51.0
250.0,74.0
75.0,54.0
352.0,101.0
165.0,49.0
142.0,60.0
84.0,20.0
182.0,74.0
202.0,64.0
72.0,28.0
107.0,24.0
256.0,74.0
137.0,49.0
104.0,25.0
100.0,28.0
120.0,35.0
107.0,22.0
122.0,28.0
115.0,30.0
114.0,19.0
244.0,65.0
273.0,132.0
192.0,76.0
200.0,71.0
231.0,82.0
166.0,57.0
81.0,33.0
86.0,34.0
237.0,100.0
201.0,119.0
106.0,39.0
83.0,28.0
84.0,25.0
91.0,25.0
129.0,46.0
154.0,69.0
267.0,111.0
168.0,51.0
246.0,89.0
100.0,33.0
204.0,82.0
158.0,55.0
73.0,26.0
70.0,17.0
121.0,60.0
69.0,24.0
81.0,51.0
177.0,64.0
90.0,32.0
118.0,44.0
89.0,22.0
89.0,26.0
103.0,26.0
140.0,56.0
102.0,30.0
83.0,37.0
129.0,34.0
189.0,83.0
249.0,64.0
66.0,24.0
84.0,29.0
77.0,33.0
96.0,30.0
71.0,22.0
96.0,44.0
132.0,41.0
99.0,26.0
95.0,30.0
89.0,28.0
91.0,35.0
80.0,24.0
81.0,32.0
62.0,21.0
161.0,60.0
201.0,83.0
201.0,57.0
167.0,66.0
82.0,32.0
90.0,32.0
78.0,29.0
146.0,36.0
153.0,58.0
155.0,51.0
130.0,42.0
159.0,53.0
91.0,23.0
112.0,45.0
71.0,18.0
141.0,36.0
249.0,72.0
135.0,46.0
104.0,42.0
65.0,26.0
98.0,45.0
88.0,32.0
73.0,27.0
81.0,33.0
226.0,88.0
324.0,153.0
316.0,98.0
370.0,113.0
167.0,53.0
143.0,54.0
291.0,135.0
112.0,66.0
96.0,35.0
114.0,100.0
96.0,34.0
92.0,37.0
95.0,31.0
93.0,24.0
96.0,31.0
87.0,25.0
94.0,39.0
239.0,84.0
251.0,66.0
233.0,79.0
201.0,60.0
194.0,132.0
173.0,93.0
154.0,58.0
128.0,49.0
79.0,25.0
80.0,32.0
73.0,28.0
130.0,35.0
146.0,45.0
127.0,42.0
247.0,99.0
110.0,38.0
91.0,42.0
159.0,38.0
135.0,42.0
137.0,35.0
84.0,33.0
361.0,147.0
361.0,182.0
138.0,46.0
142.0,54.0
333.0,100.0
246.0,70.0
183.0,70.0
251.0,124.0
325.0,204.0
125.0,44.0
121.0,57.0
153.0,65.0
73.0,51.0
485.0,178.0
388.0,204.0
434.0,183.0
170.0,69.0
159.0,51.0
588.0,158.0
726.0,408.0
609.0,174.0
514.0,167.0
232.0,140.0
81.0,33.0
179.0,70.0
138.0,60.0
103.0,34.0
103.0,40.0
107.0,29.0
76.0,25.0
78.0,30.0
165.0,60.0
211.0,92.0
128.0,42.0
129.0,70.0
99.0,32.0
80.0,39.0
104.0,47.0
101.0,28.0
84.0,25.0
101.0,32.0
93.0,28.0
123.0,32.0
107.0,29.0
103.0,34.0
128.0,40.0
459.0,188.0
192.0,68.0
294.0,75.0
269.0,73.0
63.0,24.0
55.0,21.0
112.0,36.0
90.0,33.0
206.0,79.0
137.0,43.0
105.0,29.0
72.0,24.0
441.0,179.0
165.0,73.0
598.0,156.0
421.0,117.0
158.0,43.0
124.0,45.0
78.0,42.0
114.0,43.0
588.0,180.0
156.0,79.0
139.0,34.0
89.0,36.0
207.0,61.0
242.0,85.0
375.0,177.0
413.0,110.0
234.0,76.0
169.0,45.0
136.0,45.0
86.0,30.0
338.0,185.0
131.0,38.0
266.0,92.0
256.0,56.0
312.0,174.0
113.0,43.0
144.0,91.0
257.0,112.0
386.0,98.0
297.0,103.0
175.0,66.0
241.0,85.0
84.0,20.0
81.0,29.0
308.0,136.0
368.0,106.0
242.0,81.0
97.0,31.0
116.0,39.0
82.0,22.0
106.0,21.0
72.0,24.0
151.0,53.0
338.0,136.0
143.0,42.0
95.0,46.0
137.0,71.0
151.0,44.0
126.0,38.0
88.0,27.0
89.0,34.0
218.0,73.0
195.0,64.0
63.0,19.0
103.0,36.0
111.0,36.0
89.0,26.0
107.0,24.0
82.0,27.0
252.0,93.0
130.0,39.0
126.0,32.0
180.0,49.0
197.0,55.0
334.0,196.0
84.0,30.0
78.0,33.0
89.0,31.0
112.0,32.0
125.0,40.0
259.0,85.0
233.0,74.0
187.0,59.0
69.0,18.0
111.0,41.0
213.0,78.0
117.0,31.0
172.0,64.0
104.0,37.0
135.0,36.0
383.0,146.0
60.0,25.0
189.0,64.0
112.0,35.0
120.0,30.0
161.0,64.0
135.0,55.0
123.0,41.0
115.0,42.0
114.0,42.0
160.0,56.0
151.0,50.0
107.0,44.0
111.0,36.0
91.0,31.0
144.0,38.0
194.0,69.0
106.0,50.0
617.0,227.0
223.0,58.0
203.0,43.0
271.0,64.0
58.0,21.0
107.0,40.0
70.0,23.0
366.0,210.0
78.0,29.0
67.0,24.0
155.0,58.0
149.0,42.0
164.0,54.0
121.0,27.0
73.0,26.0
101.0,56.0
66.0,23.0
112.0,25.0
375.0,114.0
447.0,169.0
184.0,79.0
101.0,40.0
126.0,55.0
86.0,22.0
91.0,32.0
82.0,24.0
83.0,24.0
86.0,40.0
79.0,31.0
177.0,69.0
187.0,55.0
179.0,48.0
105.0,33.0
65.0,35.0
66.0,22.0
318.0,103.0
218.0,64.0
217.0,49.0
357.0,86.0
325.0,99.0
326.0,103.0
176.0,65.0
67.0,29.0
84.0,23.0
224.0,103.0
186.0,70.0
72.0,27.0
383.0,194.0
92.0,27.0
186.0,71.0
362.0,180.0
392.0,93.0
165.0,42.0
70.0,46.0
96.0,43.0
89.0,33.0
123.0,29.0
168.0,89.0
108.0,33.0
327.0,111.0
452.0,137.0
416.0,131.0
435.0,159.0
438.0,157.0
231.0,69.0
216.0,61.0
241.0,66.0
117.0,34.0
131.0,50.0
363.0,125.0
512.0,224.0
486.0,167.0
396.0,145.0
399.0,121.0
358.0,90.0
364.0,96.0
245.0,98.0
248.0,110.0
224.0,81.0
279.0,84.0
296.0,133.0
158.0,61.0
146.0,65.0
149.0,49.0
146.0,60.0
256.0,90.0
119.0,45.0
208.0,109.0
216.0,87.0
219.0,72.0
123.0,39.0
95.0,24.0
234.0,70.0
100.0,34.0
218.0,91.0
165.0,64.0
219.0,89.0
192.0,77.0
190.0,71.0
65.0,20.0
103.0,43.0
88.0,47.0
151.0,52.0
137.0,41.0
174.0,73.0
160.0,59.0
108.0,28.0
73.0,35.0
73.0,21.0
127.0,48.0
301.0,107.0
125.0,33.0
121.0,34.0
254.0,128.0
103.0,34.0
118.0,57.0
94.0,45.0
103.0,37.0
97.0,48.0
82.0,33.0
104.0,51.0
79.0,39.0
132.0,36.0
106.0,38.0
122.0,45.0
521.0,162.0
126.0,34.0
170.0,71.0
164.0,59.0
136.0,49.0
103.0,42.0
92.0,33.0
90.0,32.0
89.0,30.0
82.0,35.0
80.0,24.0
78.0,21.0
259.0,135.0
94.0,30.0
124.0,38.0
372.0,97.0
231.0,107.0
321.0,150.0
283.0,109.0
419.0,117.0
188.0,74.0
158.0,44.0
217.0,87.0
205.0,70.0
191.0,100.0
278.0,113.0
279.0,100.0
135.0,57.0
98.0,41.0
179.0,57.0
189.0,77.0
169.0,57.0
89.0,21.0
91.0,26.0
80.0,24.0
83.0,26.0
344.0,162.0
326.0,135.0
239.0,60.0
324.0,137.0
363.0,128.0
199.0,88.0
177.0,56.0
237.0,90.0
465.0,152.0
150.0,48.0
144.0,50.0
137.0,44.0
135.0,49.0
119.0,38.0
124.0,40.0
97.0,28.0
94.0,26.0
169.0,60.0
121.0,51.0
114.0,29.0
85.0,29.0
89.0,33.0
122.0,36.0
365.0,100.0
308.0,97.0
69.0,28.0
69.0,20.0
105.0,42.0
94.0,43.0
509.0,162.0
114.0,57.0
288.0,95.0
247.0,57.0
606.0,329.0
448.0,232.0
409.0,229.0
248.0,96.0
300.0,117.0
356.0,211.0
223.0,116.0
208.0,59.0
81.0,40.0
135.0,60.0
91.0,31.0
91.0,32.0
81.0,26.0
102.0,27.0
336.0,104.0
295.0,78.0
326.0,102.0
269.0,65.0
155.0,80.0
119.0,39.0
146.0,54.0
94.0,27.0
139.0,47.0
246.0,86.0
197.0,59.0
345.0,73.0
393.0,153.0
322.0,122.0
87.0,23.0
85.0,25.0
610.0,301.0
115.0,30.0
99.0,31.0
105.0,27.0
420.0,106.0
221.0,88.0
98.0,37.0
105.0,32.0
97.0,36.0
78.0,29.0
94.0,37.0
68.0,19.0
100.0,33.0
167.0,47.0
88.0,28.0
105.0,30.0
89.0,26.0
86.0,31.0
507.0,112.0
462.0,262.0
175.0,74.0
165.0,50.0
107.0,59.0
307.0,99.0
355.0,100.0
174.0,56.0
178.0,65.0
125.0,46.0
93.0,36.0
115.0,46.0
129.0,53.0
87.0,28.0
341.0,121.0
196.0,74.0
363.0,148.0
325.0,139.0
89.0,40.0
85.0,50.0
363.0,142.0
316.0,88.0
252.0,94.0
230.0,78.0
213.0,69.0
167.0,55.0
164.0,47.0
185.0,45.0
122.0,54.0
90.0,62.0
123.0,36.0
70.0,30.0
110.0,40.0
204.0,126.0
141.0,79.0
215.0,77.0
162.0,78.0
223.0,89.0
147.0,46.0
181.0,51.0
169.0,94.0
153.0,79.0
169.0,84.0
181.0,71.0
121.0,41.0
120.0,50.0
136.0,60.0
85.0,35.0
316.0,139.0
205.0,37.0
250.0,138.0
192.0,47.0
84.0,29.0
89.0,26.0
211.0,72.0
158.0,56.0
222.0,83.0
164.0,52.0
80.0,21.0
172.0,62.0
189.0,70.0
182.0,59.0
264.0,123.0
135.0,51.0
260.0,100.0
243.0,89.0
242.0,63.0
189.0,62.0
142.0,57.0
80.0,32.0
83.0,37.0
86.0,38.0
84.0,36.0
75.0,24.0
121.0,41.0
136.0,45.0
132.0,48.0
69.0,26.0
73.0,27.0
70.0,27.0
140.0,73.0
188.0,55.0
382.0,92.0
92.0,44.0
168.0,58.0
172.0,63.0
199.0,91.0
225.0,113.0
126.0,57.0
153.0,50.0
145.0,33.0
80.0,27.0
77.0,31.0
113.0,31.0
121.0,42.0
112.0,31.0
224.0,99.0
77.0,27.0
203.0,104.0
181.0,52.0
301.0,86.0
117.0,38.0
205.0,106.0
126.0,46.0
129.0,54.0
66.0,26.0
69.0,25.0
71.0,28.0
172.0,62.0
200.0,106.0
138.0,73.0
125.0,64.0
434.0,151.0
406.0,277.0
443.0,219.0
369.0,224.0
156.0,76.0
227.0,121.0
265.0,94.0
172.0,69.0
217.0,122.0
188.0,67.0
224.0,103.0
309.0,116.0
148.0,67.0
116.0,23.0
65.0,26.0
67.0,22.0
216.0,113.0
571.0,208.0
604.0,142.0
146.0,63.0
125.0,35.0
116.0,33.0
111.0,31.0
133.0,44.0
180.0,64.0
156.0,42.0
236.0,76.0
339.0,154.0
373.0,93.0
225.0,100.0
169.0,51.0
195.0,65.0
201.0,91.0
71.0,29.0
161.0,51.0
157.0,58.0
177.0,57.0
84.0,28.0
93.0,28.0
73.0,28.0
223.0,77.0
188.0,38.0
67.0,27.0
256.0,174.0
271.0,145.0
248.0,86.0
263.0,113.0
229.0,192.0
314.0,172.0
549.0,287.0
247.0,76.0
240.0,137.0
195.0,76.0
78.0,33.0
189.0,71.0
176.0,52.0
221.0,52.0
192.0,45.0
84.0,32.0
671.0,273.0
481.0,155.0
123.0,51.0
155.0,56.0
253.0,111.0
231.0,90.0
152.0,50.0
208.0,68.0
155.0,117.0
430.0,245.0
324.0,106.0
79.0,37.0
103.0,37.0
135.0,39.0
86.0,35.0
71.0,35.0
69.0,42.0
173.0,61.0
171.0,80.0
118.0,62.0
169.0,89.0
135.0,64.0
244.0,137.0
479.0,328.0
112.0,52.0
257.0,126.0
241.0,101.0
412.0,260.0
267.0,127.0
168.0,45.0
106.0,144.0
178.0,74.0
341.0,90.0
83.0,31.0
227.0,92.0
217.0,61.0
110.0,46.0
100.0,33.0
93.0,35.0
88.0,27.0
69.0,23.0
167.0,67.0
77.0,33.0
395.0,127.0
236.0,79.0
260.0,117.0
290.0,172.0
231.0,75.0
143.0,49.0
124.0,48.0
113.0,38.0
89.0,36.0
54.0,28.0
162.0,51.0
109.0,46.0
78.0,21.0
71.0,22.0
213.0,61.0
332.0,127.0
110.0,45.0
75.0,27.0
64.0,25.0
51.0,21.0
134.0,49.0
204.0,125.0
83.0,38.0
272.0,85.0
80.0,28.0
308.0,92.0
355.0,238.0
87.0,27.0
97.0,39.0
66.0,22.0
69.0,25.0
71.0,38.0
115.0,35.0
142.0,66.0
114.0,43.0
209.0,109.0
116.0,30.0
288.0,116.0
157.0,58.0
93.0,37.0
237.0,106.0
195.0,120.0
175.0,101.0
131.0,88.0
194.0,71.0
70.0,28.0
196.0,77.0
174.0,111.0
88.0,24.0
112.0,51.0
245.0,103.0
139.0,51.0
140.0,64.0
138.0,39.0
139.0,46.0
80.0,30.0
68.0,27.0
68.0,22.0
71.0,23.0
54.0,20.0
53.0,20.0
192.0,59.0
163.0,56.0
581.0,238.0
142.0,62.0
85.0,32.0
171.0,106.0
134.0,147.0
190.0,140.0
261.0,81.0
240.0,73.0
249.0,55.0
190.0,52.0
92.0,66.0
126.0,35.0
300.0,68.0
75.0,22.0
189.0,62.0
398.0,156.0
377.0,118.0
121.0,40.0
190.0,93.0
147.0,56.0
133.0,69.0
149.0,39.0
100.0,42.0
79.0,28.0
63.0,27.0
53.0,20.0
55.0,20.0
59.0,25.0
243.0,72.0
71.0,21.0
66.0,21.0
72.0,29.0
221.0,78.0
139.0,48.0
136.0,50.0
126.0,36.0
126.0,78.0
121.0,63.0
123.0,66.0
122.0,36.0
117.0,33.0
108.0,33.0
75.0,21.0
253.0,105.0
164.0,76.0
237.0,91.0
270.0,96.0
192.0,61.0
141.0,56.0
131.0,43.0
105.0,31.0
165.0,56.0
143.0,56.0
392.0,101.0
90.0,37.0
94.0,30.0
209.0,76.0
182.0,77.0
201.0,86.0
89.0,27.0
131.0,38.0
85.0,38.0
103.0,50.0
277.0,170.0
295.0,108.0
238.0,78.0
94.0,55.0
251.0,70.0
247.0,62.0
198.0,47.0
185.0,80.0
166.0,57.0
143.0,47.0
318.0,144.0
285.0,98.0
453.0,153.0
153.0,63.0
155.0,103.0
296.0,189.0
301.0,107.0
71.0,25.0
85.0,30.0
101.0,37.0
199.0,53.0
104.0,35.0
112.0,48.0
73.0,27.0
84.0,25.0
181.0,69.0
314.0,136.0
149.0,56.0
110.0,31.0
106.0,19.0
128.0,41.0
296.0,126.0
152.0,50.0
129.0,44.0
345.0,170.0
95.0,32.0
103.0,26.0
84.0,32.0
90.0,32.0
83.0,24.0
375.0,186.0
85.0,45.0
80.0,27.0
81.0,33.0
88.0,45.0
174.0,68.0
173.0,104.0
191.0,53.0
80.0,30.0
136.0,53.0
144.0,49.0
164.0,56.0
257.0,86.0
174.0,87.0
187.0,86.0
176.0,88.0
155.0,87.0
190.0,91.0
163.0,58.0
269.0,123.0
119.0,48.0
238.0,88.0
176.0,45.0
129.0,33.0
159.0,50.0
142.0,40.0
101.0,25.0
78.0,26.0
82.0,25.0
89.0,32.0
90.0,30.0
77.0,25.0
84.0,31.0
99.0,28.0
98.0,32.0
217.0,60.0
228.0,82.0
126.0,55.0
231.0,63.0
217.0,59.0
143.0,52.0
207.0,50.0
184.0,83.0
182.0,90.0
127.0,37.0
150.0,56.0
109.0,46.0
120.0,35.0
138.0,49.0
119.0,33.0
263.0,93.0
148.0,65.0
69.0,40.0
230.0,71.0
185.0,68.0
109.0,31.0
114.0,24.0
100.0,35.0
87.0,27.0
93.0,36.0
93.0,37.0
89.0,26.0
126.0,54.0
187.0,98.0
101.0,50.0
143.0,54.0
133.0,35.0
120.0,42.0
112.0,34.0
229.0,112.0
358.0,168.0
91.0,29.0
80.0,29.0
74.0,28.0
78.0,32.0
85.0,34.0
107.0,48.0
243.0,112.0
237.0,49.0
235.0,81.0
213.0,87.0
177.0,78.0
114.0,45.0
94.0,35.0
432.0,165.0
416.0,112.0
72.0,21.0
80.0,23.0
67.0,71.0
107.0,45.0
453.0,151.0
241.0,70.0
328.0,94.0
143.0,67.0
135.0,80.0
93.0,40.0
95.0,58.0
291.0,109.0
108.0,40.0
95.0,34.0
138.0,41.0
134.0,36.0
182.0,66.0
