height,width
44.0,14.0
54.0,21.0
88.0,29.0
82.0,29.0
44.0,17.0
86.0,34.0
190.0,96.0
109.0,36.0
67.0,32.0
55.0,15.0
63.0,22.0
146.0,48.0
197.0,56.0
124.0,102.0
72.0,30.0
277.0,156.0
27.0,23.0
102.0,31.0
111.0,26.0
71.0,23.0
42.0,15.0
148.0,49.0
84.0,25.0
86.0,18.0
48.0,16.0
32.0,11.0
170.0,49.0
90.0,36.0
110.0,57.0
79.0,31.0
53.0,25.0
76.0,23.0
35.0,14.0
64.0,20.0
163.0,59.0
66.0,49.0
122.0,37.0
185.0,50.0
54.0,18.0
152.0,60.0
94.0,40.0
46.0,25.0
