Category,Height,Width
Adult,53.0,126.0
Adult,40.0,107.0
Adult,133.0,378.0
Adult,54.0,153.0
Adult,119.0,318.0
Adult,84.0,236.0
Adult,39.0,135.0
Adult,92.0,217.0
Adult,52.0,145.0
Adult,63.0,156.0
Adult,190.0,413.0
Adult,36.0,100.0
Adult,63.0,183.0
Adult,28.0,91.0
Adult,64.0,159.0
Adult,78.0,213.0
Adult,32.0,96.0
Adult,58.0,224.0
Adult,89.0,343.0
Adult,50.0,149.0
Adult,128.0,238.0
Adult,50.0,163.0
Adult,66.0,265.0
Adult,23.0,74.0
Adult,69.0,196.0
Adult,34.0,98.0
Adult,51.0,137.0
Adult,35.0,91.0
Adult,112.0,338.0
Adult,25.0,62.0
Adult,81.0,260.0
Adult,53.0,128.0
Adult,46.0,137.0
Adult,70.0,242.0
Adult,35.0,103.0
Adult,177.0,508.0
Adult,99.0,194.0
Adult,59.0,184.0
Adult,51.0,164.0
Adult,36.0,126.0
Adult,44.0,163.0
Adult,35.0,100.0
Adult,96.0,228.0
Adult,43.0,169.0
Adult,39.0,112.0
Adult,74.0,190.0
Adult,94.0,265.0
Adult,42.0,132.0
Adult,73.0,226.0
Adult,170.0,398.0
Adult,76.0,279.0
Adult,68.0,223.0
Adult,29.0,108.0
Adult,53.0,117.0
Adult,68.0,156.0
Adult,62.0,168.0
Adult,41.0,136.0
Adult,41.0,134.0
Adult,54.0,122.0
Adult,28.0,69.0
Adult,72.0,260.0
Adult,62.0,190.0
Adult,25.0,98.0
Adult,46.0,128.0
Adult,44.0,141.0
Adult,55.0,253.0
Adult,68.0,142.0
Adult,47.0,147.0
Adult,38.0,107.0
Adult,144.0,312.0
Adult,75.0,201.0
Adult,53.0,121.0
Adult,83.0,198.0
Adult,201.0,361.0
Adult,50.0,116.0
Adult,113.0,385.0
Adult,45.0,114.0
Adult,33.0,120.0
Adult,37.0,109.0
Adult,69.0,189.0
Adult,72.0,128.0
Adult,60.0,159.0
Adult,38.0,96.0
Adult,62.0,231.0
Adult,124.0,347.0
Adult,51.0,148.0
Adult,48.0,137.0
Adult,79.0,205.0
Adult,83.0,284.0
Adult,49.0,119.0
Adult,78.0,207.0
Adult,45.0,169.0
Adult,56.0,159.0
Adult,98.0,238.0
Adult,30.0,106.0
Adult,86.0,264.0
Adult,31.0,94.0
Adult,61.0,150.0
Adult,39.0,101.0
Adult,97.0,185.0
Adult,37.0,104.0
Adult,77.0,204.0
Adult,44.0,158.0
Adult,46.0,126.0
Adult,24.0,69.0
Adult,34.0,89.0
Adult,68.0,145.0
Adult,218.0,457.0
Adult,50.0,208.0
Adult,48.0,130.0
Adult,86.0,283.0
Adult,62.0,159.0
Adult,123.0,378.0
Adult,76.0,209.0
Adult,43.0,124.0
Adult,107.0,270.0
Adult,52.0,155.0
Adult,153.0,420.0
Adult,65.0,171.0
Adult,66.0,153.0
Adult,60.0,194.0
Adult,106.0,296.0
Adult,27.0,67.0
Adult,28.0,78.0
Adult,101.0,241.0
Adult,56.0,125.0
Adult,20.0,72.0
Adult,58.0,139.0
Adult,70.0,213.0
Adult,52.0,122.0
Adult,65.0,185.0
Adult,150.0,438.0
Adult,67.0,142.0
Adult,30.0,98.0
Adult,33.0,113.0
Adult,75.0,315.0
Adult,51.0,172.0
Adult,70.0,176.0
Adult,76.0,195.0
Adult,74.0,205.0
Adult,94.0,250.0
Adult,122.0,342.0
Adult,47.0,138.0
Adult,48.0,119.0
Adult,36.0,73.0
Adult,71.0,224.0
Adult,127.0,295.0
Adult,38.0,92.0
Adult,134.0,421.0
Adult,80.0,143.0
Adult,34.0,116.0
Adult,108.0,352.0
Adult,52.0,120.0
Adult,42.0,147.0
Adult,45.0,128.0
Adult,122.0,325.0
Adult,40.0,153.0
Adult,48.0,165.0
Adult,39.0,145.0
Adult,48.0,125.0
Adult,44.0,162.0
Adult,38.0,86.0
Adult,177.0,365.0
Adult,67.0,183.0
Adult,47.0,129.0
Adult,50.0,159.0
Adult,32.0,98.0
Adult,41.0,107.0
Adult,64.0,162.0
Adult,70.0,255.0
Adult,43.0,100.0
Adult,36.0,97.0
Adult,144.0,435.0
Adult,46.0,116.0
Adult,145.0,257.0
Adult,24.0,73.0
Adult,51.0,112.0
Adult,82.0,200.0
Adult,146.0,301.0
Adult,52.0,164.0
Adult,66.0,171.0
Adult,45.0,133.0
Adult,27.0,99.0
Adult,28.0,122.0
Adult,115.0,293.0
Adult,34.0,108.0
Adult,28.0,69.0
Adult,33.0,101.0
Adult,39.0,130.0
Adult,26.0,80.0
Adult,62.0,157.0
Adult,35.0,97.0
Adult,27.0,81.0
Adult,75.0,147.0
Adult,34.0,92.0
Adult,52.0,121.0
Adult,65.0,182.0
Adult,56.0,168.0
Adult,86.0,249.0
Adult,45.0,151.0
Adult,30.0,82.0
Adult,42.0,121.0
Adult,82.0,294.0
Adult,100.0,224.0
Adult,54.0,172.0
Adult,26.0,99.0
Adult,46.0,121.0
Adult,56.0,172.0
Adult,66.0,123.0
Adult,85.0,287.0
Adult,25.0,62.0
Adult,81.0,280.0
Adult,24.0,80.0
Adult,109.0,361.0
Adult,33.0,85.0
Adult,38.0,116.0
Adult,47.0,108.0
Adult,56.0,141.0
Adult,36.0,108.0
Adult,50.0,179.0
Adult,50.0,106.0
Adult,96.0,309.0
Adult,28.0,105.0
Adult,37.0,108.0
Adult,28.0,108.0
Adult,75.0,158.0
Adult,56.0,167.0
Adult,43.0,131.0
Adult,32.0,109.0
Adult,58.0,252.0
Adult,102.0,303.0
Adult,67.0,270.0
Adult,48.0,151.0
Adult,39.0,106.0
Adult,66.0,213.0
Adult,120.0,282.0
Adult,53.0,121.0
Adult,88.0,287.0
Adult,98.0,316.0
Adult,49.0,163.0
Adult,165.0,515.0
Adult,46.0,163.0
Adult,31.0,88.0
Adult,53.0,155.0
Adult,50.0,149.0
Adult,75.0,231.0
Adult,181.0,460.0
Adult,117.0,305.0
Adult,108.0,315.0
Adult,70.0,213.0
Adult,44.0,126.0
Adult,39.0,122.0
Adult,44.0,97.0
Adult,83.0,217.0
Adult,60.0,121.0
Adult,34.0,101.0
Adult,23.0,61.0
Adult,52.0,171.0
Adult,55.0,124.0
Adult,24.0,70.0
Adult,54.0,166.0
Adult,95.0,269.0
Adult,34.0,105.0
Adult,65.0,162.0
Adult,62.0,198.0
Adult,32.0,126.0
Adult,95.0,288.0
Adult,56.0,165.0
Adult,37.0,122.0
Adult,47.0,176.0
Adult,55.0,168.0
Adult,32.0,85.0
Adult,23.0,75.0
Adult,47.0,128.0
Adult,32.0,103.0
Adult,71.0,217.0
Adult,39.0,89.0
Adult,28.0,79.0
Adult,72.0,190.0
Adult,44.0,134.0
Adult,33.0,73.0
Adult,45.0,123.0
Adult,106.0,299.0
Adult,87.0,201.0
Adult,109.0,295.0
Adult,44.0,128.0
Adult,141.0,264.0
Adult,53.0,166.0
Adult,51.0,140.0
Adult,32.0,103.0
Adult,34.0,112.0
Adult,90.0,295.0
Adult,54.0,133.0
Adult,66.0,128.0
Adult,53.0,114.0
Adult,46.0,106.0
Adult,75.0,219.0
Adult,56.0,208.0
Adult,88.0,253.0
Adult,103.0,361.0
Adult,46.0,164.0
Adult,63.0,183.0
Adult,57.0,141.0
Adult,28.0,82.0
Adult,26.0,91.0
Adult,70.0,217.0
Adult,87.0,263.0
Adult,52.0,169.0
Adult,110.0,322.0
Adult,90.0,156.0
Adult,39.0,105.0
Adult,40.0,110.0
Adult,50.0,142.0
Adult,38.0,108.0
Adult,72.0,210.0
Adult,21.0,79.0
Adult,24.0,79.0
Adult,48.0,139.0
Adult,54.0,164.0
Adult,41.0,124.0
Adult,46.0,144.0
Adult,54.0,197.0
Adult,31.0,77.0
Adult,41.0,132.0
Adult,83.0,247.0
Adult,48.0,160.0
Adult,49.0,188.0
Adult,64.0,174.0
Adult,40.0,146.0
Adult,26.0,114.0
Adult,29.0,86.0
Adult,57.0,166.0
Adult,42.0,106.0
Adult,146.0,310.0
Adult,93.0,257.0
Adult,84.0,300.0
Adult,58.0,145.0
Adult,57.0,134.0
Adult,19.0,77.0
Adult,93.0,285.0
Adult,93.0,243.0
Adult,112.0,269.0
Adult,111.0,315.0
Adult,133.0,435.0
Adult,42.0,117.0
Adult,44.0,121.0
Adult,51.0,142.0
Adult,46.0,122.0
Adult,129.0,380.0
Adult,88.0,227.0
Adult,53.0,146.0
Adult,163.0,357.0
Adult,34.0,101.0
Adult,50.0,129.0
Adult,213.0,340.0
Adult,45.0,183.0
Adult,25.0,82.0
Adult,58.0,181.0
Adult,44.0,135.0
Adult,86.0,270.0
Adult,48.0,106.0
Adult,40.0,133.0
Adult,30.0,86.0
Adult,119.0,405.0
Adult,18.0,54.0
Adult,58.0,197.0
Adult,37.0,83.0
Adult,52.0,130.0
Adult,59.0,142.0
Adult,45.0,107.0
Adult,90.0,258.0
Adult,76.0,234.0
Adult,135.0,383.0
Adult,44.0,105.0
Adult,48.0,156.0
Adult,160.0,454.0
Adult,76.0,205.0
Adult,73.0,180.0
Adult,42.0,113.0
Adult,103.0,283.0
Adult,50.0,137.0
Child,111.0,222.0
Adult,56.0,146.0
Adult,40.0,131.0
Adult,61.0,204.0
Adult,40.0,102.0
Adult,41.0,112.0
Adult,30.0,84.0
Adult,130.0,462.0
Adult,69.0,235.0
Adult,25.0,101.0
Adult,48.0,139.0
Adult,46.0,135.0
Adult,110.0,361.0
Adult,44.0,169.0
Adult,128.0,237.0
Adult,46.0,135.0
Adult,31.0,105.0
Adult,35.0,103.0
Adult,45.0,119.0
Adult,30.0,104.0
Adult,135.0,245.0
Adult,20.0,64.0
Adult,40.0,127.0
Adult,81.0,176.0
Adult,51.0,169.0
Adult,61.0,216.0
Adult,24.0,71.0
Adult,91.0,281.0
Adult,109.0,404.0
Adult,122.0,348.0
Adult,66.0,140.0
Adult,60.0,151.0
Adult,127.0,303.0
Adult,66.0,164.0
Adult,59.0,210.0
Adult,58.0,134.0
Adult,33.0,98.0
Adult,98.0,225.0
Adult,156.0,418.0
Adult,56.0,124.0
Adult,66.0,160.0
Adult,40.0,82.0
Adult,35.0,120.0
Adult,68.0,196.0
Adult,65.0,180.0
Adult,56.0,151.0
Adult,38.0,113.0
Adult,21.0,53.0
Adult,37.0,111.0
Adult,40.0,127.0
Adult,72.0,119.0
Adult,103.0,332.0
Adult,57.0,137.0
Adult,35.0,104.0
Adult,40.0,151.0
Adult,94.0,221.0
Adult,82.0,209.0
Adult,24.0,82.0
Adult,93.0,284.0
Adult,32.0,83.0
Adult,42.0,140.0
Adult,83.0,198.0
Adult,24.0,61.0
Adult,117.0,353.0
Adult,36.0,98.0
Adult,118.0,345.0
Adult,34.0,81.0
Adult,30.0,90.0
Adult,27.0,64.0
Adult,86.0,197.0
Adult,176.0,295.0
Adult,65.0,171.0
Adult,50.0,144.0
Adult,71.0,201.0
Adult,110.0,292.0
Adult,64.0,153.0
Adult,24.0,72.0
Adult,129.0,310.0
Adult,163.0,483.0
Adult,160.0,395.0
Adult,153.0,330.0
Adult,33.0,82.0
Adult,28.0,79.0
Adult,41.0,98.0
Adult,28.0,68.0
Adult,37.0,147.0
Adult,72.0,162.0
Adult,48.0,170.0
Adult,38.0,76.0
Adult,80.0,266.0
Adult,43.0,128.0
Adult,45.0,109.0
Adult,73.0,213.0
Adult,55.0,179.0
Adult,43.0,98.0
Adult,47.0,130.0
Adult,48.0,173.0
Adult,58.0,131.0
Adult,51.0,171.0
Adult,27.0,73.0
Adult,54.0,148.0
Adult,155.0,481.0
Adult,96.0,346.0
Adult,151.0,242.0
Adult,63.0,130.0
Adult,75.0,217.0
Adult,75.0,235.0
Adult,30.0,88.0
Adult,64.0,189.0
Adult,32.0,87.0
Adult,136.0,296.0
Adult,41.0,109.0
Adult,52.0,113.0
Adult,28.0,75.0
Adult,41.0,111.0
Adult,40.0,98.0
Adult,39.0,97.0
Adult,162.0,490.0
Adult,59.0,202.0
Adult,182.0,393.0
Adult,24.0,53.0
Adult,40.0,170.0
Adult,60.0,172.0
Adult,101.0,254.0
Adult,56.0,155.0
Adult,48.0,171.0
Adult,58.0,176.0
Adult,54.0,112.0
Adult,40.0,134.0
Adult,58.0,161.0
Adult,83.0,218.0
Adult,180.0,345.0
Adult,42.0,94.0
Adult,143.0,306.0
Adult,97.0,325.0
Adult,28.0,70.0
Adult,69.0,184.0
Adult,113.0,325.0
Adult,187.0,329.0
Adult,133.0,314.0
Adult,45.0,160.0
Adult,37.0,104.0
Adult,100.0,194.0
Adult,47.0,139.0
Adult,34.0,114.0
Adult,98.0,252.0
Adult,37.0,151.0
Adult,69.0,216.0
Adult,27.0,78.0
Adult,60.0,162.0
Adult,62.0,158.0
Adult,54.0,183.0
Adult,82.0,299.0
Adult,29.0,97.0
Adult,36.0,125.0
Adult,33.0,129.0
Adult,27.0,95.0
Adult,127.0,354.0
Adult,55.0,183.0
Adult,27.0,77.0
Adult,104.0,264.0
Adult,51.0,162.0
Adult,54.0,111.0
Adult,42.0,140.0
Adult,117.0,232.0
Adult,87.0,237.0
Adult,56.0,185.0
Adult,38.0,96.0
Adult,43.0,104.0
Adult,97.0,265.0
Adult,24.0,76.0
Adult,27.0,79.0
Adult,60.0,117.0
Adult,33.0,108.0
Adult,153.0,324.0
Adult,36.0,87.0
Adult,60.0,221.0
Adult,85.0,207.0
Adult,70.0,194.0
Adult,146.0,344.0
Adult,59.0,169.0
Adult,41.0,125.0
Adult,65.0,194.0
Adult,54.0,155.0
Adult,107.0,330.0
Adult,30.0,70.0
Adult,43.0,105.0
Adult,37.0,122.0
Adult,46.0,101.0
Adult,29.0,105.0
Adult,75.0,164.0
Adult,159.0,413.0
Adult,46.0,128.0
Adult,45.0,108.0
Adult,100.0,209.0
Adult,34.0,91.0
Adult,26.0,76.0
Adult,33.0,119.0
Adult,37.0,103.0
Adult,53.0,161.0
Adult,34.0,96.0
Adult,36.0,86.0
Adult,66.0,236.0
Adult,46.0,125.0
Adult,52.0,152.0
Adult,79.0,189.0
Adult,43.0,124.0
Adult,26.0,68.0
Adult,43.0,115.0
Adult,87.0,218.0
Adult,55.0,153.0
Adult,105.0,194.0
Adult,54.0,190.0
Adult,66.0,158.0
Adult,35.0,98.0
Adult,40.0,121.0
Adult,42.0,127.0
Adult,37.0,103.0
Adult,39.0,133.0
Adult,30.0,114.0
Adult,40.0,125.0
Adult,64.0,177.0
Adult,27.0,80.0
Adult,45.0,116.0
Adult,63.0,143.0
Adult,44.0,128.0
Adult,24.0,68.0
Adult,90.0,242.0
Adult,47.0,141.0
Adult,64.0,159.0
Adult,26.0,65.0
Adult,49.0,133.0
Adult,72.0,162.0
Adult,90.0,229.0
Adult,59.0,146.0
Adult,36.0,106.0
Adult,145.0,406.0
Adult,94.0,231.0
Adult,138.0,389.0
Adult,25.0,71.0
Adult,58.0,158.0
Adult,82.0,251.0
Adult,45.0,110.0
Adult,34.0,110.0
Adult,148.0,361.0
Adult,160.0,386.0
Adult,40.0,109.0
Adult,83.0,187.0
Adult,27.0,76.0
Adult,34.0,101.0
Adult,52.0,138.0
Adult,35.0,91.0
Adult,27.0,75.0
Adult,50.0,152.0
Adult,124.0,350.0
Adult,41.0,107.0
Adult,34.0,99.0
Adult,47.0,148.0
Adult,27.0,69.0
Adult,81.0,234.0
Adult,46.0,116.0
Adult,76.0,286.0
Adult,48.0,127.0
Adult,35.0,94.0
Adult,44.0,123.0
Adult,166.0,482.0
Adult,33.0,85.0
Adult,60.0,205.0
Adult,34.0,81.0
Adult,27.0,69.0
Adult,33.0,94.0
Adult,75.0,218.0
Adult,111.0,244.0
Adult,66.0,170.0
Adult,83.0,266.0
Adult,77.0,257.0
Adult,39.0,94.0
Adult,70.0,132.0
Adult,47.0,99.0
Adult,78.0,301.0
Adult,79.0,266.0
Adult,51.0,197.0
Adult,24.0,78.0
Adult,36.0,106.0
Adult,57.0,150.0
Adult,49.0,159.0
Adult,50.0,153.0
Adult,63.0,213.0
Adult,32.0,107.0
Adult,34.0,84.0
Adult,70.0,204.0
Adult,62.0,135.0
Adult,54.0,163.0
Adult,39.0,92.0
Adult,85.0,223.0
Adult,39.0,110.0
Adult,37.0,81.0
Adult,111.0,359.0
Adult,117.0,207.0
Adult,66.0,191.0
Adult,34.0,134.0
Adult,60.0,191.0
Adult,33.0,78.0
Adult,55.0,163.0
Adult,36.0,108.0
Adult,36.0,103.0
Adult,80.0,240.0
Adult,42.0,138.0
Adult,50.0,138.0
Adult,54.0,129.0
Adult,34.0,137.0
Adult,195.0,363.0
Adult,44.0,151.0
Adult,159.0,372.0
Adult,98.0,285.0
Adult,171.0,494.0
Adult,68.0,169.0
Adult,42.0,110.0
Adult,120.0,300.0
Adult,80.0,164.0
Adult,117.0,370.0
Adult,51.0,155.0
Adult,68.0,236.0
Adult,61.0,176.0
Adult,51.0,96.0
Adult,40.0,135.0
Adult,68.0,234.0
Adult,64.0,177.0
Adult,75.0,191.0
Adult,126.0,282.0
Adult,23.0,66.0
Adult,120.0,360.0
Adult,226.0,509.0
Adult,48.0,130.0
Adult,51.0,122.0
Adult,37.0,111.0
Adult,54.0,206.0
Adult,78.0,255.0
Adult,95.0,289.0
Adult,40.0,154.0
Adult,44.0,121.0
Adult,87.0,293.0
Adult,44.0,107.0
Adult,41.0,127.0
Adult,36.0,122.0
Adult,66.0,125.0
Adult,128.0,276.0
Adult,57.0,125.0
Adult,83.0,250.0
Adult,89.0,276.0
Adult,52.0,123.0
Adult,40.0,135.0
Adult,43.0,125.0
Adult,38.0,149.0
Adult,87.0,254.0
Adult,39.0,133.0
Adult,48.0,122.0
Adult,88.0,217.0
Adult,49.0,109.0
Adult,93.0,220.0
Adult,95.0,203.0
Adult,40.0,154.0
Adult,85.0,246.0
Adult,55.0,183.0
Adult,51.0,167.0
Adult,70.0,152.0
Adult,76.0,201.0
Adult,112.0,256.0
Adult,43.0,134.0
Adult,124.0,276.0
Adult,57.0,120.0
Adult,81.0,284.0
Adult,113.0,423.0
Adult,79.0,167.0
Adult,68.0,217.0
Adult,38.0,145.0
Adult,48.0,108.0
Adult,26.0,67.0
Adult,41.0,113.0
Adult,97.0,256.0
Adult,40.0,118.0
Adult,41.0,166.0
Adult,37.0,101.0
Adult,78.0,221.0
Adult,75.0,273.0
Adult,128.0,321.0
Adult,25.0,84.0
Adult,28.0,62.0
Adult,34.0,96.0
Adult,37.0,124.0
Adult,20.0,54.0
Adult,147.0,372.0
Adult,17.0,59.0
Adult,91.0,132.0
Adult,84.0,238.0
Adult,56.0,150.0
Adult,26.0,100.0
Adult,45.0,136.0
Adult,63.0,236.0
